YRC1000,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,図表1,図表2,詳細説明(技術者用),Notes
,,,6000,PARAMETER ERROR:S4C1500,PARAMETER ERROR,Make sure value 200 is set.,,,,Adaptive control
,,,6008,PARAMETER ERROR:S4C1508,PARAMETER ERROR,Make sure value 204 is set.,,,,Adaptive control
,,,6042,PARAMETER ERROR:S4C1542,PARAMETER ERROR,Make sure value 250 is set.,,,,Adaptive control
,,,6043,PARAMETER ERROR:S4C1543,PARAMETER ERROR,Make sure value 251 is set.,,,,Adaptive control
,,,6044,PARAMETER ERROR:S4C1544,PARAMETER ERROR,Make sure value 252 is set.,,,,Adaptive control
5132,ADAPTIVE CONTROL FUNCTION PROCESS ERROR,An error occurred in the adaptive control function processing.,11,Analog input setting:The primary current maximum voltage setting value is out of the input range.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,12,Analog input setting:The primary current minimum voltage setting value is out of the input range.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,13,Analog input setting:The setting value of the primary current slope is out of the input range.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,14,Analog input setting:The setting value of the primary current offset is out of the input range.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,15,Analog input setting:The set value of the number of primary current samples is out of the input range.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,21,Analog input setting:The secondary current maximum voltage setting value is out of the input range.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,22,Analog input setting:The secondary current minimum voltage setting value is out of the input range.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,23,Analog input setting:The setting value of the secondary current slope is out of the input range.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,24,Analog input setting:The setting value of the secondary current offset is out of the input range.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,25,Analog input setting:The set value of the number of secondary current samples is out of the input range.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,31,Analog input setting:The maximum voltage setting chip voltage is out of the input range.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,32,Analog input setting:The minimum voltage setting  chip voltage is out of the input range.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,33,Analog input setting:The setting value of the voltage slope  chip voltage is out of the input range.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,34,Analog input setting:The setting value of the voltage offset  chip voltage is out of the input range.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,35,Analog input setting:The setting value of the number of voltage samples  chip voltage is out of the input range.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,41,Analog input setting:Pressure (gun distort) maximum voltage setting value is out of the input range.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,42,Analog input setting:Pressure (gun distort) minimum voltage setting value is out of the input range.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,43,Analog input setting:Pressure (gun distort) slope setting value is out of the input range.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,44,Analog input setting:Pressure (gun distort) offset setting value is out of the input range.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,501,Analog output:The maximum voltage setting value is out of the input range.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,502,Analog output:The minimum voltage setting is out of the input range.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,503,Analog output:The slope setting value is out of the input range.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,504,Analog output:The offset setting value is out of the input range.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,570,Analog input:The calculation result of the primary current offset is out of range.,Calculation error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,571,Analog input:Offset adjustment was performed while the servo was on.,Execution error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,600,Circuit resistance base:The Circuit resistance base reference measurement time is out of the input range.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,601,Circuit resistance base:The current value of the Circuit resistance base reference measurement is out of the input range.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,604,Circuit resistance base:The measurement section START of the Circuit resistance base reference measurement is out of the input range.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,605,Circuit resistance base:The measurement section END of the Circuit resistance base reference measurement is out of the input range.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,606,Circuit resistance base:The magnitude relationship between the measurement section START and END of the Circuit resistance base reference measurement is abnormal.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,607,Circuit resistance base:The Circuit resistance base reference value calculation result of the Circuit resistance base reference measurement is abnormal.,Calculation error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,608,Circuit resistance base:Circuit resistance base reference measurement was performed by manual welding.,Execution error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,650,Rewelding judgment:The rewelding threshold (lower limit) is out of range.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,651,Rewelding judgment:The rewelding threshold (upper limit) is out of range.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,652,Rewelding judgment:The magnitude relationship between the upper and lower limits of the rewelding threshold is abnormal.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,653,Rewelding judgment:Rewelding judgment was made by Circuit resistance base standard measurement.,WELD ERROR,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,654,Rewelding judgment:Rewelding judgment was made by manual welding.,WELD ERROR,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,655,Rewelding judgment:Timer error 60-69 occurred during manual welding.,WELD ERROR,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,661,Disconnect check:A disconnection check error was detected in the primary current.,Execution error,"(1)Reset alarm and check for broken cables and make appropriate settings.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,662,Disconnect check:A disconnection check error was detected in the secondary current.,Execution error,"(1)Reset alarm and check for broken cables and make appropriate settings.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,663,Disconnect check:A disconnection check error was detected in the chip voltage.,Execution error,"(1)Reset alarm and check for broken cables and make appropriate settings.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,664,Disconnect check:A disconnection check error was detected in the pressure (gun distort).,Execution error,"(1)Reset alarm and check for broken cables and make appropriate settings.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,665,Disconnect check:The disconnect check threshold (lower limit) is out of range.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,666,Disconnect check:The disconnect check (upper limit) is out of range.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,667,Disconnect check:The magnitude relationship between the upper and lower limits of the disconnect check is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,697,WELD MODE ERROR,WELD ERROR,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,698,Circuit resistance base:There was no sampling.,WELD ERROR,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,700,Welding condition:Welding condition kind setting is out of range.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,701,Welding condition:Welding condition No. setting is out of range.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,703,Welding condition:The analog output command value is out of the output range. (Lower limit),Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,704,Welding condition:The analog output command value is out of the output range. (Upper limit),Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,705,Welding conditions:The total welding time is 0.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,706,Welding conditions:The total welding time is 1.5s or more.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,707,Welding conditions:The difference between the delay time and the retention time is too short.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,708,Welding conditions:The retention time is 0.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,709,Welding conditions:The current value (I1) setting is out of the range of 2000 to 55000A.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,710,Welding conditions:One of the current value (I2 to I16) settings is a setting value other than 0 or 2000 to 55000A.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,711,Welding conditions:The 1st press time is 0.,Configuration file error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,712,Welding conditions:The setting of the 1st press is 0.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,713,Welding conditions:The setting of the 2nd press is 0.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1000,Adaptive coefficient:EXC6 is 0 or less.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1001,Adaptive coefficient:The magnitude relationship between EXIS and EXIE is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1002,Adaptive coefficient:The magnitude relationship between SQSS and SQSE is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1003,Adaptive coefficient:The magnitude relationship between PESS and PESE is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1004,"Adaptive coefficient:The setting of TSRkB1 (k = 1,2) is abnormal.",Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1005,"Adaptive coefficient:The setting of TSFkBi (k = 1,2) is abnormal.",Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1006,"Adaptive coefficient:The setting of TSSkBi (k = 1,2) is abnormal.",Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1007,"Adaptive coefficient:The magnitude relationship between TSFC5 and TSFkB7 (k = 1,2) is abnormal.",Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1008,"Adaptive coefficient:The magnitude relationship between TSFC7 and TSFkB9 (k = 1,2) is abnormal.",Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1009,"Adaptive coefficient:The magnitude relationship between TSSC5 and TSSkB7 (k = 1,2) is abnormal.",Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1010,"Adaptive coefficient:The magnitude relationship between TSSC7 and TSSkB9 (k = 1,2) is abnormal.",Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1011,Adaptive coefficient:The settings of TSROS and TSROE are abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1012,Adaptive coefficient:The magnitude relationship between LL and UL is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1013,Adaptive coefficient:The FBRT setting is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1014,"Adaptive coefficient:The settings of CROS, CROE, and CROA are abnormal.",Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1015,Adaptive coefficient:The LAG setting is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1101,Adaptive coefficient:The magnitude relationship between VULS and VLLS on the 1st energizing slope is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1102,Adaptive coefficient:The magnitude relationship between VULS and VLLS on the 2nd energizing slope is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1103,Adaptive coefficient:The magnitude relationship between VULS and VLLS on the 3rd energizing slope is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1104,Adaptive coefficient:The magnitude relationship between VULS and VLLS on the 4th energizing slope is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1105,Adaptive coefficient:The magnitude relationship between VULS and VLLS on the 5th energizing slope is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1106,Adaptive coefficient:The magnitude relationship between VULS and VLLS on the 6th energizing slope is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1107,Adaptive coefficient:The magnitude relationship between VULS and VLLS on the 7th energizing slope is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1108,Adaptive coefficient:The magnitude relationship between VULS and VLLS on the 8th energizing slope is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1109,Adaptive coefficient:The magnitude relationship between VULS and VLLS on the 9th energizing slope is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1110,Adaptive coefficient:The magnitude relationship between VULS and VLLS on the 10th energizing slope is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1111,Adaptive coefficient:The magnitude relationship between VULS and VLLS on the 11th energizing slope is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1112,Adaptive coefficient:The magnitude relationship between VULS and VLLS on the 12th energizing slope is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1113,Adaptive coefficient:The magnitude relationship between VULS and VLLS on the 13th energizing slope is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1114,Adaptive coefficient:The magnitude relationship between VULS and VLLS on the 14th energizing slope is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1115,Adaptive coefficient:The magnitude relationship between VULS and VLLS on the 15th energizing slope is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1201,Adaptive coefficient:The magnitude relationship between VULS and VLLS of the 1st energizing part is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1202,Adaptive coefficient:The magnitude relationship between VULS and VLLS of the 2nd energizing part is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1203,Adaptive coefficient:The magnitude relationship between VULS and VLLS of the 3rd energizing part is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1204,Adaptive coefficient:The magnitude relationship between VULS and VLLS of the 4th energizing part is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1205,Adaptive coefficient:The magnitude relationship between VULS and VLLS of the 5th energizing part is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1206,Adaptive coefficient:The magnitude relationship between VULS and VLLS of the 6th energizing part is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1207,Adaptive coefficient:The magnitude relationship between VULS and VLLS of the 7th energizing part is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1208,Adaptive coefficient:The magnitude relationship between VULS and VLLS of the 8th energizing part is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1209,Adaptive coefficient:The magnitude relationship between VULS and VLLS of the 9th energizing part is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1210,Adaptive coefficient:The magnitude relationship between VULS and VLLS of the 10th energizing part is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1211,Adaptive coefficient:The magnitude relationship between VULS and VLLS of the 11th energizing part is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1212,Adaptive coefficient:The magnitude relationship between VULS and VLLS of the 12th energizing part is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1213,Adaptive coefficient:The magnitude relationship between VULS and VLLS of the 13th energizing part is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1214,Adaptive coefficient:The magnitude relationship between VULS and VLLS of the 14th energizing part is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1215,Adaptive coefficient:The magnitude relationship between VULS and VLLS of the 15th energizing part is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1301,Adaptive coefficient:The magnitude relationship between RULS and RLLS in the 1st energizing slope is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1302,Adaptive coefficient:The magnitude relationship between RULS and RLLS in the 2nd energizing slope is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,1303,Adaptive coefficient:The magnitude relationship between RULS and RLLS in the 3rd energizing slope is abnormal.,Configuration file error,"(1)Reset alarm and check setting.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
