YRC1000,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,図表1,図表2,詳細説明(技術者用),Notes
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010303,"Failed in SetToolProperties command. (Control group2)
Incorrect number of tool has been set.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010304,"Failed in SetToolProperties command. (Control group2)
Failed to write tool file.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010400,Failed in SetUserFrame command. (Control group2),Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010401,"Failed in SetUserFrame command. (Control group2)
Invalid data of user coordinate has been set.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010403,"Failed in SetUserFrame command. (Control group2)
Incorrect number of user coordinate has been set.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010404,"Failed in SetUserFrame command. (Control group2)
Failed to write user coordinate file.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010405,"Failed in SetUserFrame command. (Control group2)
Failed to make user coordinate.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010406,"Failed in SetUserFrame command. (Control group2)
Failed to convert user coordinate.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010501,"Failed in SetFrameShift command. (Control group2)
Undefined coordinate system has been set. ",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010502,"Failed in SetFrameShift command. (Control group2)
Failed to set frame shift.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010600,"Failed in SetCubicIZByCenterPoint command. (Control group2)
Undefined IZ action has been set. ",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010601,"Failed in SetCubicIZByCenterPoint command. (Control group2)
Undefined coordinate system has been set. ",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010602,"Failed in SetCubicIZByCenterPoint command. (Control group2)
Incorrect number of user coordinate has been set.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010603,Failed in SetCubicIZByCenterPoint command. (Control group2),Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010605,"Failed in SetCubicIZByCenterPoint command. (Control group2)
Incorrect ID number has been set.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010606,"Failed in SetCubicIZByCenterPoint command. (Control group2)
Failed to write cube file.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010700,"Failed in SetCubicIZByTwoCorners command. (Control group2)
Undefined IZ action has been set. ",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010701,"Failed in SetCubicIZByTwoCorners command. (Control group2)
Undefined coordinate system has been set. ",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010702,"Failed in SetCubicIZByTwoCorners command. (Control group2)
Incorrect number of user coordinate has been set.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010703,Failed in SetCubicIZByTwoCorners command. (Control group2),Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010705,"Failed in SetCubicIZByTwoCorners command. (Control group2)
Incorrect ID number has been set.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010706,"Failed in SetCubicIZByTwoCorners command. (Control group2)
Failed to write cube file.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010800,Failed in CoordinateTransform command. (Control group2),Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010802,"Failed in CoordinateTransform command. (Control group2)
Undefined transform type has been set. ",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010803,"Failed in CoordinateTransform command. (Control group2)
Failed to convert Axis coordinates to TCP coordinates.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010804,"Failed in CoordinateTransform command. (Control group2)
Failed to convert Axis coordinates to TCP coordinates.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010805,"Failed in CoordinateTransform command. (Control group2)
Failed to convert TCP coordinates to Axis coordinates.
Incorrect number of tool has been set.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010806,"Failed in CoordinateTransform command. (Control group2)
Failed to convert TCP coordinates to Axis coordinates.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010807,"Failed in CoordinateTransform command. (Control group2)
Failed to convert TCP in World frame to User frame.
Incorrect number of user coordinate has been set.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010808,"Failed in CoordinateTransform command. (Control group2)
Failed to convert TCP in World frame to User frame.
Failed to convert Input coordinates.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010809,"Failed in CoordinateTransform command. (Control group2)
Failed to convert TCP in World frame to User frame.
Failed to convert User coordinates.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010810,"Failed in CoordinateTransform command. (Control group2)
Failed to convert TCP in World frame to User frame.
Failed to create inverse matrix of user coordinates.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010811,"Failed in CoordinateTransform command. (Control group2)
Failed to convert TCP in World frame to User frame.
Failed in multiplication of coordinates.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010812,"Failed in CoordinateTransform command. (Control group2)
Failed to convert TCP in World frame to User frame.
Failed to convert Output coordinates.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010813,"Failed in CoordinateTransform command. (Control group2)
Failed to convert TCP in User frame to World frame.
Incorrect number of user coordinate has been set.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010814,"Failed in CoordinateTransform command. (Control group2)
Failed to convert TCP in User frame to World frame.
Failed to convert Input coordinates.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010815,"Failed in CoordinateTransform command. (Control group2)
Failed to convert TCP in User frame to World frame.
Incorrect number of user coordinate has been set.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010816,"Failed in CoordinateTransform command. (Control group2)
Failed to convert TCP in User frame to World frame.
Failed in multiplication of coordinates.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010817,"Failed in CoordinateTransform command. (Control group2)
Failed to convert TCP in User frame to World frame.
Failed to convert Output coordinates.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010900,Failed in ConveyorSyncStart command. (Control group2),Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010902,"Failed in ConveyorSyncStart command. (Control group2)
Incorrect number of conveyor has been set.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2010903,Failed in ConveyorSyncStart command. (Control group2),Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011000,Failed in ConveyorSyncStop command. (Control group2),Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011002,Failed in ConveyorSyncStop command. (Control group2),Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011100,Failed in PositionVariableGet command. (Control group2),Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011101,"Failed in PositionVariableGet command. (Control group2)
The size of command buffer is out of range.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011102,"Failed in PositionVariableGet command. (Control group2)
Failed to read position variable file.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011103,"Failed in PositionVariableGet command. (Control group2)
Failed to convert Pulse coordinates to Axis coordinates.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011104,"Failed in PositionVariableGet command. (Control group2)
Failed to convert Axis coordinates to TCP coordinates.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011105,"Failed in PositionVariableGet command. (Control group2)
Failed to convert TCP coordinates to Axis coordinates.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011106,"Failed in PositionVariableGet command. (Control group2)
Failed to convert TCP in User frame to World frame.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011107,"Failed in PositionVariableGet command. (Control group2)
Undefined coordinate system has been set. ",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011108,"Failed in PositionVariableGet command. (Control group2)
Incorrect number of user coordinate has been set.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011200,Failed in PositionVariableSet command. (Control group2),Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011201,"Failed in PositionVariableSet command. (Control group2)
Undefined position type has been set. ",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011202,"Failed in PositionVariableSet command. (Control group2)
Failed to write position variable file.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011203,"Failed in PositionVariableSet command. (Control group2)
Failed to convert Axis coordinates to Pulse coordinates.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011300,Failed in SetBasePose command. (Control group2),Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011302,"Failed in SetBasePose command. (Control group2)
Failed to write file.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011400,Failed in SetHomeOffsets command. (Control group2),Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011402,"Failed in SetHomeOffsets command. (Control group2)
Failed to get current position of pulse type.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011403,"Failed in SetHomeOffsets command. (Control group2)
Failed to write file.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011404,"Failed in SetHomeOffsets command. (Control group2)
Undefined offset type has been set. ",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011500,Failed in GetHomeOffsets command. (Control group2),Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011502,"Failed in GetHomeOffsets command. (Control group2)
Failed to get current position of pulse type.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011503,"Failed in GetHomeOffsets command. (Control group2)
Failed to read file.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011504,"Failed in GetHomeOffsets command. (Control group2)
Undefined offset type has been set. ",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011600,Failed in VarsGet command. (Control group2),Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011601,"Failed in VarsGet command. (Control group2)
Undefined variable type has been set. ",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011602,"Failed in VarsGet command. (Control group2)
Incorrect number of variable has been set.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011603,"Failed in VarsGet command. (Control group2)
Incorrect number of getting has been set.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011700,Failed in VarsSet command. (Control group2),Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011701,"Failed in VarsSet command. (Control group2)
Undefined variable type has been set. ",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011702,"Failed in VarsSet command. (Control group2)
Incorrect number of variable has been set.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011703,"Failed in VarsSet command. (Control group2)
Incorrect number of setting has been set.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011900,Failed in SetProperties command. (Control group2),Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011901,"Failed in SetProperties command. (Control group2)
The number of step is out of range.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2011903,"Failed in SetProperties command. (Control group2)
The axis index is out of range.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2012100,Failed in ToolCalib command.(Control group2),Setting error,Reset the alarm and execute again.,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2012102,"Failed in ToolCalib command.(Control group2)
Incorrect number of tool has been set.",Setting error,"(1)Reset the alarm. 
(2)Specify correct tool number and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2012103,"Failed in ToolCalib command.(Control group2)
Incorrect number of calibration method has been set.",Setting error,"(1)Reset the alarm. 
(2)Specify correct calibration method and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2012104,"Failed in ToolCalib command.(Control group2)
Robot moving.",Setting error,"(1)Reset the alarm. 
(2)Stop robot and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2012105,"Failed in ToolCalib command.(Control group2)
The teaching points include the same points.",Setting error,"(1)Reset the alarm. 
(2)Set the teaching point to a different point and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2012106,"Failed in ToolCalib command.(Control group2)
An alarm or error is occurring.",Setting error,Reset the alarm and execute again.,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2012107,"Failed in ToolCalib command.(Control group2)
Editing is prohibited.",Setting error,Reset the alarm and execute again.,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2012108,"Failed in ToolCalib command.(Control group2)
Specified group is not supported .",Setting error,"(1)Reset the alarm. 
(2)Specify robot control group and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2012109,"Failed in ToolCalib command.(Control group2)
The tool calibration function is running.",Setting error,"(1)Reset the alarm. 
(2)Stop tool calibration and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013000,Failed in ReleaseBrake command(Control group2) .,Setting error,Reset the alarm and execute again. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013001,"Failed in ReleaseBrake command. (Control group2)
Failed to stop manual brake release.",Setting error,Reset the alarm and execute again. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013003,"Failed in ReleaseBrake command. (Control group2)
Incorrect axes have been set.",Setting error,"(1)Reset the alarm.
(2)Specify correct axes information and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013004,"Failed in ReleaseBrake command. (Control group2)
ReleaseBrake command was executed when the servo power was ON.",Setting error,"(1)Reset the alarm.
(2)Turn off the servo power and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013005,"Failed in ReleaseBrake command. (Control group2)
ReleaseBrake command was executed when in emergency stop condition.",Setting error,"(1)Reset the alarm.
(2)Releasing the emergency stop and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013006,"Failed in ReleaseBrake command. (Control group2)
ReleaseBrake command was executed when the BRK_EN signal was in the release prohibition condition.",Setting error,"(1)Reset the alarm.
(2)Set the BRK_EN signal to release permission condition and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013007,"Failed in ReleaseBrake command. (Control group2)
Specified axes are lacked.",Setting error,"(1)Reset the alarm.
(2)Check the brake group information.
(3)Specify correct axes and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013008,"Failed in ReleaseBrake command. (Control group2)
Manual release brake  function is invalid.",Setting error,"(1)Reset the alarm. 
(2)Enable manual release brake function and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013100,Failed in servofloat ON (Control Group No.2).,Setting error,Reset the alarm and execute again. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013101,"Failed in servofloat ON (Control Group No.2).
Specified group number is out of range.",Setting error,"(1)Reset the alarm.
(2)Specify correct control group number and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013102,"Failed in servofloat ON (Control Group No.2).
Specified servofloat type is invalid.",Setting error,"(1)Reset the alarm.
(2)Specify correct servofloat type and execute again.
(3)If the alarm occurs again, confirm that specified servofloat type function is enabled.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013103,"Failed in servofloat ON (Control Group No.2).
Specified servofloat condition file number is out of range.",Setting error,"(1)Reset the alarm.
(2)Specify correct servofloat type and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013104,"Failed in servofloat ON (Control Group No.2).
Specified group is not supported axis servofloat.",Setting error,"(1)Reset the alarm.
(2)Base axes control group is not supported. Specify robot or station axes control group and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
