YRC1000,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,}•\1,}•\2,ŹÚŤ×ŕ–ľ(‹ZŹpŽŇ—p),Notes
,,,2,"The specified axis speed control function was executed for the axis which the deceleration stop function was enabled.
Specified axis speed control function cannot be used for the axis which the deceleration stop function was enabled.",Setting error,"(1)Check the JOB.
(2)Turn the power OFF then back ON.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1659,MOTOR GUN CHANGE PG PWR ON ERR(SV),The PG power supply of the axis for gun change is already ON.,,,Setting error,"(1)Check if the PICK instruction was executed again for the axis where executed the PICK instruction in the gun change system.
(2)Turn the power OFF then back ON.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1660,MOTOR GUN CHANGE SV ON ERR(SV),The servo power supply of the axis for gun change is already ON.,,,Setting error,"(1)Check if the PICK instruction was executed again for the axis where executed the PICK instruction in the gun change system.
(2)Turn the power OFF then back ON.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1661,MOTOR GUN COND. FILE NO. ERR(SV),The gun number allocated to the specified physical axis is different from the specified gun condition file number.,,,File setting error,"(1)Check the gun condition file.
(2)Turn the power OFF then back ON.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1662,MOTOR GUN PRESS FILE NO. ERR(SV),The gun pressure file number is incorrect.,,,Setting error,"(1)Check the JOB.
(2)Turn the power OFF then back ON.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1663,WRONG MOTOR GUN PRESS AXIS (SV),The axis specified for gun pressure is not a gun axis.,,,File setting error,"(1)Check the gun condition file.
(2)Turn the power OFF then back ON.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1664,MICRO PRG EXECUTE TIME OVER(SV),The micro program executed on the ASIC did not complete within the specified time.,,Sub Code: Signifies the axis in which the alarm occurred,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1665,MICRO PROGRAM SYNC. ERROR (SV),Synchronizing error was detected  in  the servo CPU.,1,An error was detected between PV and host.(PV to host) ,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- SDCA01 board-CN515/516
- AIF01 board-CN111
(3)Using the coordinated system, check the connection and insertion of the following cables and connectors for the slave manipulator.
- SDCA01 board-CN509
- CPS01K* unit-CN155",,,,SERVO
,,,,,CPS01K* unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following unit for the slave manipulator of the coordinate system.
- CPS01K* unit  ",,,,SERVO
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,2,An error was detected between PV and host. (host to PV) ,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- SDCA01 board-CN515/516
- AIF01 board-CN111
(3)Using the coordinated system,check the connection and insertion of the following cables and connectors for the slave manipulator.
- SDCA01 board-CN509
- CPS01K* unit-CN155",,,,SERVO
,,,,,CPS01K* unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following unit for the slave manipulator of the coordinate system.
- CPS01K* unit  ",,,,SERVO
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1666,FILE RECEIVE INCOMPLETE (SERVO),"An attempt was made to execute a function which use the file, the transfer file was not successfully completed.",,Subcode means error cause.,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1667,RESOLUTION CONVERSE CONST ERR(SV),A logical error occurred in the parameter for modification of resolution which was calculated by the parameter specified by CMOS.BIN.,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1668,CANNOT GENERATE GENERAL CMD (SV),"When the general SERVO(SGDx) command was generated, the transmission buffer was being used, or the previous command transmission was not completed.",,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1669,GENERAL SERVO CMD CODE ERR (SV),Illegal command code was received when the general SERVOPACK command was received.,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1670,GENERAL SERVO SETTING ERROR (SV),Actually instructed position does not agree with position that should be instructed. ,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1671,GENERAL SV ALARM CODE ERROR (SV),Received alarm code is incorrect.,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1672,GRP CHANGE PG POWER ON ERR (SV),The PG power supply of the axis for group change is already ON.,,Sub Code: Signifies the axis in which the alarm occurred,Setting error,"(1)Check the JOB.
(2)Turn the power OFF then back ON.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1673,GRP CHANGE SERVO ON ERROR (SV),The PG power supply of the axis for change is already ON.,,Sub Code: Signifies the axis in which the alarm occurred,Setting error,"(1)Check the JOB.
(2)Turn the power OFF then back ON.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1674,ARM CONTROL SEQUENCE ERR (SV),An error occurred in the motor control mode switching process.,,Sub Code: Signifies the axis in which the alarm occurred,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1675,BASE BLOCK READ SIGNAL ERR (SV),The status setting to base block is different from that of base block signal reading from JL056. (The lowest digit shows the axis No.),,Sub Code: Signifies the axis in which the alarm occurred,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1676,BASE BLOCK WRITE SIGNAL ERR (SV),The status setting to base block is different from that of base block signal writing to JL056. (The lowest digit shows the axis No.),,Sub Code: Signifies the axis in which the alarm occurred,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1677,U.PROG. BB READ SIG INCONSIST(SV),The status setting to base block is different from that of base block signal reading from the micro program. (The lowest digit shows the axis No.),,Sub Code: Signifies the axis in which the alarm occurred,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1678,MOTOR CMD POSITION ERROR (SV),The motor command position is incorrect.,,Sub Code: Signifies the axis in which the alarm occurred,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1679,BRAKE POWER ERROR(12V),The fuse is blown in brake unit.,,,Fuse failure,Replace the SDCA01 fuse.,,,,SERVO
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- SDCA01-CN543, CN544
- CPS01K*-CN153(+26V3)
- Power supply for brake unit",,,,SERVO
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1680,GENERAL I/O FUSE BROWN(SV),The fuse is blown in SDCA01.,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1681,BRAKE POWER ERROR,An error occurred in the power supply in the brake unit.,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- SDCA01-CN543, CN544
- CPS01K*-CN153(+26V3)
- Power supply for brake unit",,,,SERVO
,,,,,Short circuit or ground fault,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and inserting state of the following cables and connectors.
Check the insertion, connection, Short circuit or ground fault of the followings.
- IM-YE250/5-80P-CN220(61,62,70,71,77,78 : 24VAX)
- IM-YE250/5-80P-CN220(63,64,72,73 : 024V2)
- AIO-CN306,CN307,CN308,CN309",,,,SERVO
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1682,EXTERNAL BRAKE POWER ERROR,An error occurred in the external axis brake power supply for brake unit.,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- SDCA01-CN543, CN544
- CPS01K*-CN153(+26V3)
- Power supply for brake unit",,,,SERVO
,,,,,Short circuit or ground fault,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and inserting state of the following cables and connectors.
Check the insertion, connection, Short circuit or ground fault of the followings.
- IM-YE250/5-80P-CN220(61,62,70,71,77,78 : 24VAX)
- IM-YE250/5-80P-CN220(63,64,72,73 : 024V2)
- AIO-CN306,CN307,CN308,CN309",,,,SERVO
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1683,DC 24V POWER SUPPLY FAILURE(SV),An error was detected in the voltage value of the CPS01K* unit.,,,Short circuit or ground fault,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the +24V power supply line if there is a ground fault or short circuit.(The +24V2 power supply line is a system connected to CN154 to CN157 of Control power supply unit CSRA-CPS01K* described in 1.2 Power Flow of the maintenance manual.)
(3)If the alarm occurs again when the servo power is turned ON, check the following.
(3-1)Check for ground faults and short circuits in the brake connection.
(3-2)Check for ground faults and short circuits in the backside duct fan.",,,,SERVO
,,,,,CPS01K* unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the CPS01K* unit. ",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1684,INSTANT POWER FAILURE(TRQ)(SV),The instant power failure occurred and then the torque was saturated. ,,The instant power failure occurred and then the torque was saturated. ,Voltage failure,"(1)Check if the primary power supply voltage is dropping.
(2)Turn the power OFF then back ON.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1685,INSTANT POWER FAILURE(TIME)(SV),The instant power failure occurred for longer than the certain time period. ,,The instant power failure occurred for longer than the certain time period. ,Voltage failure,"(1)Check if the primary power supply voltage is dropping.
(2)Turn the power OFF then back ON.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1686,POS.DEVITATION SATURATING ERR(SV),The deviation of the position reaches the soft limit position.,,,Setting error,"Check the settings for manipulator motion condition (influence by external  force, load condition).",,,,SERVO
,,,,,Connection failure,"Check if a ground fault has not occurred in the U-, V-, and W-phase of motor power line, or short circuit has not occurred between these phases.",,,,SERVO
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- SDCA01-CN501
- SDCA01-CN531, CN532, CN533
- Inverter board-CN571
- SDB(External axis servo pack)-CN591",,,,SERVO
,,,,,Module failure(amplifier),"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the amplifier.",,,,SERVO
,,,,,Module failure(motor),"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the motor.",,,,SERVO
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1687,COORDINATED STOP FUNC. DISABLE,"The function parameter is specified for the system for which it cannot be applied.
This function is applicable only for the system with two manipulators (with two SDCA01 boards).",,,Setting error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
1688,MEMORY DATA FILE STORAGE ERROR,The model file is not saved nomally.,1,Storage file number is inconsistent,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,(R‹ZA2)
,,,2,Start index is inconsistent,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,(R‹ZA2)
1690,PCI BOARD NOT DETECTED,AD board conection error,,,AD board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,(R‹ZA2)
1691,FORCE SENSOR BOARD UNMOUNTED,Force sensor board is not mounted.,,Force sensor board could not be found,Force sensor board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,(R‹ZA2)
1692,PG POWER FUSE BLOWN(SV),The fuse is blown in SDCA01 board.,,,Fuse failure,"(1)Check the SDCA01 board fuse(F1).
(2)If the F1fuse is blown, remove the cause, such as a cable error, replace the SDCA01 board fuse(F1), and then turn on the power again.",,,,SERVO
,,,,,Connection failure,"Check if there is no cable disconnection, and a ground fault of the following cables.
[Robot axis]
- Cable between encoders and SDCA01-CN508
[External axis]
- Cable between encoders and SDCA01-CN534, CN535, CN536",,,,SERVO
,,,,,Encorder power board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the encorder power board. ",,,,SERVO
,,,,,SDCA01 board failure,"(1)Check the SDCA01 board fuse(F1).
(2)If the F1fuse is not blown, turn the power OFF then back ON and then check that no alarm occurs again. If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1693,UNDEFINED  MOTOR GUN ARM CONTROL,The spot high speed  function is enabled despite the invalid status of GUN ARM CONTROL function.,,Sub Code: Signifies the control group in which the alarm occurred,Setting error,"The spot high speed function is enabled despite the invalid status of GUN ARM CONTROL function. 
Please complete the setting of  GUN ARM CONTROL as the following operations.
1. start the system in maintenance mode.
2. change the security to  management mode.
3. select [SYSTEM] ->[SETUP] ->[OPTION FUNCTION] ->[GUN ARM CONTROL].
4. change the mode to PLAYBACK, then push [EXECUTE].
5. set the [INERTIA] and [FREQ].
6. select  [ENABLE] , after the setting the [INERTIA] and [FREQ].
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1694,GROUND FAULT(BRAKE LINE),The brake connection is a ground fault or short circuit.,,Sub Code: Signifies the axis in which the alarm occurred,Short circuit or ground fault,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the brake connection if there is a ground fault or short circuit.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1695,DC 24V POWER SUPPLY FAILURE(SV),An error was detected in the voltage value of the CPS01K* unit.,,,CPS01K* unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the CPS01K* unit. ",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1696,F-SAFE ENCODER DIAG.EROOR,The ASF01 board has detected the encoder diagnosis error. ,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
[Robot axis]
- Cable between encoders
- SDCA01-CN508
[External axis]
- Cable between encoders
- SDCA01-CN534, CN535, CN536
[Using external force monitoring board ASF04]
- ASF04 board-CN231,CN232,CN235,CN236,CN237,CN238
- CPS01K* unit-CN156",,,,SAFETY
,,,,,Module failure(encoder),"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the encoder.",,,,SAFETY
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SAFETY
,,,,,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,Setting error,Check the parameter setting value.,,,,SAFETY
,,,,,ASF04 board failure,"If ASF04 board is used, need to confirm the following.
(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF04 board. Save the CMOS.BIN before replace the board to be safe.
",,,,PFL
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
1860,M-SAFETY COMMUNICATE ERROR,The communication error occurred between the ACP01 and the ASF01 board.,0,There was no response from ASF01 board within the time limit.,Connection failure,"Check the connection and insertion of the following boards.
- ACP01 board
- AIF01 board
- ASF01 board",,,,SYSCON
,,,,,Short circuit or ground fault,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the +24V power supply line if there is a ground fault or short circuit.(The +24V2 power supply line is a system connected to CN154 to CN157 of Control power supply unit CSRA-CPS01K* described in 1.2 Power Flow of the maintenance manual.)
(3)If the alarm occurs again when the servo power is turned ON, check the following.
- Check for ground faults and short circuits in the brake connection.
- Check for ground faults and short circuits in the backside duct fan.",,,,SYSCON
,,,,,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board.",,,,SYSCON
,,,,,ACP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ACP01 board.
After replacing the board, remove the SD card that has been inserted into the ACP01to be removed, insert it the new ACP01.",,,,SYSCON
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
,,,1,The reset of Machine-Safety alarm was not properly completed.,Connection failure,"Check the connection and insertion of the following boards.
- ACP01 board
- AIF01 board
- ASF01 board",,,,SYSCON
,,,,,Short circuit or ground fault,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the +24V power supply line if there is a ground fault or short circuit.(The +24V2 power supply line is a system connected to CN154 to CN157 of Control power supply unit CSRA-CPS01K* described in 1.2 Power Flow of the maintenance manual.)
(3)If the alarm occurs again when the servo power is turned ON, check the following.
- Check for ground faults and short circuits in the brake connection.
- Check for ground faults and short circuits in the backside duct fan.",,,,SYSCON
,,,,,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board.",,,,SYSCON
,,,,,ACP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ACP01 board.
After replacing the board, remove the SD card that has been inserted into the ACP01 to be removed, insert it the new ACP01.",,,,SYSCON
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
,,,2,Calculation results do not match the receive data.,Connection failure,"Check the connection and insertion of the following boards.
- ACP01 board
- AIF01 board
- ASF01 board",,,,SYSCON
,,,,,Short circuit or ground fault,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the +24V power supply line if there is a ground fault or short circuit.(The +24V2 power supply line is a system connected to CN154 to CN157 of Control power supply unit CSRA-CPS01K* described in 1.2 Power Flow of the maintenance manual.)
(3)If the alarm occurs again when the servo power is turned ON, check the following.
- Check for ground faults and short circuits in the brake connection.
- Check for ground faults and short circuits in the backside duct fan.",,,,SYSCON
,,,,,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board.",,,,SYSCON
,,,,,ACP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ACP01 board.
After replacing the board, remove the SD card that has been inserted into the ACP01to be removed, insert it the new ACP01.",,,,SYSCON
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
1861,M-SAF SYSTEM ERROR,An error occurred in a process of Machine-Safety system.,,Sub code indicates where the error occurred.,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
1862,M-SAF VERSION UP ERROR,An error is detected in the update process of Machine-Safety software.,,An error is detected in the update process of Machine-Safety software.,Hardware failure,Please try the software update again.,,,,HWC
,,,,,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
1863,M-SAF SETUP ERROR,The parameter setting do not match to system configuration setting.,1,The parameter setting is incorrect.,Setting error,Please re-configure the setting of the control group in maintenance mode.,,,,HWC
,,,,,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,2,Parameter setting does not match the number of ASF01 boards.,Setting error,"In maintenance mode, check that the control group setting is appropriate for the system.",,,,HWC
,,,,,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,3,The parameter setting is incorrect.,Setting error,"In the control group setting window of maintenance mode, check that the following items are appropriate for the system configuration.
(1)In case of STO connection:
 -Servo board which connects to each control group
 -The number of axis which connects to connector of each servo board
 -Contactor unit which connects the brake
 -Converter which connects the axis
 -ON_ENABLE signal (or TU)which connects to each control group
 -The setting of overrun signal
(2)In case of Contactor connection:
 -Servo board which connects to each control group.
 -The number of axis which connects to connector of each servo board
 -Axis number to be connected to the connector of the servo board
 -Converter which connects the axis
 -Contactor unit which connects the brake
 -The setting of overrun signal",,,,HWC
,,,,,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,10,The CRC data which calculated do not accord with CRC data saved away by Flash Rom.,Setting error,"If the alarm occurs again, Select  the following menu.
- Start up maintenance mode.
- Change to the safety mode security.
- Select [Safety Board FLASH Reset] by going to  [INITIALIZE] form  [FILE] in the main menu.
- Turn the power OFF then back ON.",,,,HWC
,,,,,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
