DX200,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,ê}ï\1,ê}ï\2,è⁄ç◊ê‡ñæ(ãZèpé“óp),Notes
1615,F-SAFE SYSTEM ERROR,System error occurred in the YSF25 board. ,,,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
1616,F-SAFE SYSTEM ERROR 1,System error occurred in the YSF25 board. ,,,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
1618,F-SAFE ARITHMETIC ERROR,Arithmetic error occurred in the YSF25 board. ,,,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
1619,F-SAFE PARAMETER ERROR,"Parameter setting value error occurred in the YSF25 board.
",,,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
1622,F-SAFE DEFECTIVE ENCODER,The YSF25 board has detected a malfunction of the encoder diagnostic data.,,Sub Code: Signifies the axis in which the alarm occurred,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
[Robot axis]
- Cable between encoders
- EAXA21-CN508
- YSF25-CNBX
[External axis]
- Cable between encoders
- EAXB21-CN534,535,536,540,541,542
- YSF25-CNBX",,,,SAFETY
,,,,,Module failure(encoder),"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the encoder.",,,,SAFETY
,,,,,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
1623,F-SAFE ENCODER CORR. NUM OVER,"The YSF25 board monitors position information sent from the encoder. If communication error occurrs during a control cycle, it monitors based on the last position data. At that time, if the correction data exceeds the specified value, thi alarm occurs.",,Sub Code: Signifies the axis in which the alarm occurred,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
[Robot axis]
- Cable between encoders
- EAXA21-CN508
- YSF25-CNBX
[External axis]
- Cable between encoders
- EAXB21-CN534,535,536,540,541,542
- YSF25-CNBX",,,,SAFETY
,,,,,Module failure(encoder),"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the encoder.",,,,SAFETY
,,,,,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
1625,OPERATION AREA MON. ERR(AXIS),The YSF25 board has detected the manipulator is about to exceed the specified operation area. ,,,Setting error,"(1) Select [ROBOT] to open [ROBOT RANGE] schreen. Set the item to ""INVALID"" and then cycle the power. 
(2)Move the manipulator into the specified range. 
(3) Select [ROBOT] to open [ROBOT RANGE] schreen. Set the item to ""VALID"" and then cycle the power. ",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
1626,F-SAFE BOARD NOT INSTALLED,This alarm is caused if the YSF25 board which has not been installed is assigned.,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- EAXA21-YSF25",,,,SERVO
,,,,,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SERVO
,,,,,EAXA21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA21 board. Save the CMOS.BIN before replace the board to be safe.",,,,SERVO
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1627,F-SAFE BOARD COMM ERROR(SERVO),"The communication error occurred 
between the YSF25 board and the EAXA21 board.",,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- EAXA21-YSF25",,,,SERVO
,,,,,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SERVO
,,,,,EAXA21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA21 board. Save the CMOS.BIN before replace the board to be safe.",,,,SERVO
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1628,STOPPING POS. MON. ERR(SAFETY),The YSF25 board has detected the manipulator moved while stop monitoring function is activated. ,,,Connection failure,"(1)Confirm that CNGS1.0 is connected on the YSF25 board. 
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
1629,OPERATION AREA MON. ERR(ROBOT),The YSF25 board has detected the manipulator is about to exceed the specified operation area. ,,,Setting error,"(1) Select [ROBOT] to open [ROBOT RANGE] schreen. Set the item to ""INVALID"" and then cycle the power. 
(2)Move the manipulator into the specified range. 
(3) Select [ROBOT] to open [ROBOT RANGE] schreen. Set the item to ""VALID"" and then cycle the power. ",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
1630,F-SAFE MUTUAL DIAG. ERR(WDT),"The YSF25 board is configured by duplicated systems to check operations each other. Either of the duplicated systems operates abnormally, watchdog check failed.",,,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
1631,F-SAFE MUTUAL DIAG. ERR(HW SET),The YSF25 board is configured by duplicated systems to check operations each other. Either of the duplicated systems has detected hardware setting error of the other system,,,Setting error,Confirm that the rotary switch on the YSF25[#1-8] board is set to [0-7].,,,,SAFETY
,,,,,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
1632,F-SAFE MUTUAL DIAG. ERR(MONITOR),The YSF25 board is configured by duplicated systems to check operations each other. A safety monitoring error occurred in either of the duplicated systems.,,,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
1633,F-SAFE SIGNAL COMPARISON ERROR,The YSF25 board is configured by duplicated systems to check operations each other. Signal inconsistency status has continued for more than 500msec between two systems. ,0,PPESP inconsistent,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check or replace CNFA/CNFB connectors and then turn the power ON again. 
(3)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,1,PPDSW inconsistent,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,2,PBESP inconsistent,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check or replace CNFA/CNFB connectors and then turn the power ON again. 
(3)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,3,EXESP inconsistent,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check or replace CNFA connectors and then turn the power ON again. 
(3)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,4,EXDSW inconsistent,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check or replace CNFA connectors and then turn the power ON again. 
(3)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,5,SAFF inconsistent,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check or replace CNFA connectors and then turn the power ON again. 
(3)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,6,FST inconsistent,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check or replace CNFA connectors and then turn the power ON again. 
(3)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,7,"UNUSED_1 inconsistent
UNUSED_1 is not used. Therefore, in this case, the board is damaged. ",YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,10,SON inconsistent,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,11,BON inconsistent,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,12,SVMAIN inconsistent,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,13,MODE0 inconsistent,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,14,MODE1 inconsistent,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,15,SSP inconsistent,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,16,WDGER_1 inconsistent,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,17,WDGER_2 inconsistent,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,20,SFRDY1 inconsistent,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check or replace CNFA connectors and then turn the power ON again. ",,,,SAFETY
,,,,,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,21,SFRFB1 inconsistent,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check or replace CNFA connectors and then turn the power ON again. ",,,,SAFETY
,,,,,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,22,KMMB1 inconsistent,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check or replace CNFA connectors and then turn the power ON again. ",,,,SAFETY
,,,,,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,23,"UNUSED_3 inconsistent
UNUSED_3 is not used. Therefore, in this case, the board is damaged. ",YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,24,SFRDY2 inconsistent,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,25,SFRFB2 inconsistent,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,26,KMMB2 inconsistent,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,27,"UNUSED_2 inconsistent
UNUSED_2 is not used. Therefore, in this case, the board is damaged. ",YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,30,SFRDY3 inconsistent,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,31,SFRFB3 inconsistent,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,32,KMMB3 inconsistent,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,33,"UNUSED_5 inconsistent
UNUSED_5 is not used. Therefore, in this case, the board is damaged. ",YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,34,SFRDY4 inconsistent,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,35,SFRFB4 inconsistent,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,36,KMMB4 inconsistent,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,37,"UNUSED_4 inconsistent
UNUSED_4 is not used. Therefore, in this case, the board is damaged. ",YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,40,GSIN0 inconsistent,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check or replace CNGS1/CNGS2 connectors and then turn the power ON again. 
",,,,SAFETY
,,,,,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,41,GSIN1 inconsistent,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check or replace CNGS1/CNGS2 connectors and then turn the power ON again. 
",,,,SAFETY
,,,,,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,42,SFSMDOFB0 inconsistent,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,43,SFSMDOFB1 inconsistent,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,44,SFSMDI0 inconsistent,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,45,SFSMDI1 inconsistent,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,46,SFULI inconsistent,Setting error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the short plug connection (S1 to S8) and then turn the power ON again. ",,,,SAFETY
,,,,,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,47,"SFULFB inconsistent
This may occur in accordance with other alarms.",Data error,(1) Execute the trouble shooting for the acompanying alarm. ,,,,SAFETY
,,,,,Setting error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the short plug connection (S1 to S8) and then turn the power ON again. ",,,,SAFETY
,,,,,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
1634,FEEDBACK SIGNAL ERROR(SAFETY),"The YSF25 board checks the feedback  for the output signals. This alarm occurs when inconsistency has occurred in the feedback.
",0,SFSMDO0 feedback inconsistent,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection of CNU/CNLO connectors and then turn the power ON again. 
(3)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,1,SFSMDO1 feedback inconsistent,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection of CNU/CNLO connectors and then turn the power ON again. 
(3)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,2,SFULO feedback inconsistent,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection of short plugs (S1 to S8) and CNU/CNLO connectors and then turn the power ON again. 
(3)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,3,SF1 feedback inconsistent,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,4,SF2 feedback inconsistent,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,5,SF3 feedback inconsistent,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,6,SF4 feedback inconsistent,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
