YRC1000micro,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,}•\1,}•\2,ŹÚŤ×ŕ–ľ(‹ZŹpŽŇ—p),”őŤl
,,,2,An error occurred when the first data was not received during on the way data communication at execution of motion command.,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SERVO
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,3,An error occurred when the first data was not received during the last data communication at execution of motion command.,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SERVO
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1651,FILE TRANSFER DATA SIZE ERR (SV),The data size for the file transfer was over housing size at executing a motion command.,1,The data size for the file transfer does not agree with the received buffer size.,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,2,Buffer size over,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1652,DB ON ERROR (SERVO),An attempt was made to turn ON the DB although the base block is released.,,Sub Code: Signifies the axis in which the alarm occurred,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SERVO
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
1653,BASE BLOCK SIGNAL ERROR(SERVO),An attempt was made to release the base block although the DB is turned ON.,,Sub Code: Signifies the axis in which the alarm occurred,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SERVO
,,,,,Module failure(amplifier),"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1654,PG POWER ON MULTIPLE REQ (SV),The request to turn ON the PG power supply again was sent to an axis where the PG power was already ON.,,,Setting error,Check if the PICK instruction was executed again for the axis where executed the PICK instruction in the group change system.,,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1655,CONVERTER COMMAND ERROR (SV),The source data size does not agree with the destination data size during converter communication control data transmission.,,,Module failure(converter),"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
1656,AXIS ENDLESS INFO NOT GENERATED(SV),An error occurred while the axis endless function was being used.,,,Setting error,"(1)Check the JOB.
(2)Turn the power OFF then back ON.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1657,AXIS ENDLESS SPECIFIC. ERR(SV),An unusable function was executed for the axis which the deceleration stop alarm function was enabled.,1,"The home position detecting function was used for the axis for which the axis endless function was enabled.
The home position detecting function cannot be used for the axis which the axis endless function was enabled.",Setting error,"Disable either the axis endless function or the home position detection function of corresponding axis.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,2,"The servo float function was used for the axis for which the axis endless function was enabled.
The servo float function cannot be used for the axis which the axis endless function was enabled.",Setting error,Disable either the axis endless function or the servo float function of corresponding axis.,,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1658,REDUCTION STOP SPECIFIC. ERR(SV),An unusable function was executed for the axis for which the deceleration stop alarm function was enabled.,1,"The servo float function was used for the axis for which the deceleration stop function was enabled.
The servo float function cannot be used for the axis which the deceleration stop function was enabled.",Setting error,"(1)Check the JOB.
(2)Turn the power OFF then back ON.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,2,"The specified axis speed control function was executed for the axis which the deceleration stop function was enabled.
Specified axis speed control function cannot be used for the axis which the deceleration stop function was enabled.",Setting error,"(1)Check the JOB.
(2)Turn the power OFF then back ON.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1665,MICRO PROGRAM SYNC. ERROR (SV),Synchronizing error was detected  in  the servo CPU.,1,An error was detected between PV and host.(PV to host) ,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,2,An error was detected between PV and host. (host to PV) ,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1666,FILE RECEIVE INCOMPLETE (SERVO),"An attempt was made to execute a function which use the file, the transfer file was not successfully completed.",,Sub Code: Signifies the file kind in which the alarm occurred.,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1667,RESOLUTION CONVERSE CONST ERR(SV),A logical error occurred in the parameter for modification of resolution which was calculated by the parameter specified by CMOS.BIN.,,,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1672,GRP CHANGE PG POWER ON ERR (SV),The PG power supply of the axis for group change is already ON.,,Sub Code: Signifies the axis in which the alarm occurred,Setting error,"(1)Check the JOB.
(2)Turn the power OFF then back ON.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1673,GRP CHANGE SERVO ON ERROR (SV),The PG power supply of the axis for change is already ON.,,Sub Code: Signifies the axis in which the alarm occurred,Setting error,"(1)Check the JOB.
(2)Turn the power OFF then back ON.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1674,ARM CONTROL SEQUENCE ERR (SV),An error occurred in the motor control mode switching process.,,Sub Code: Signifies the axis in which the alarm occurred,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1675,BASE BLOCK READ SIGNAL ERR (SV),The status setting to base block is different from that of base block signal reading from JL077.,,Sub Code: Signifies the axis in which the alarm occurred,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1676,BASE BLOCK WRITE SIGNAL ERR (SV),The status setting to base block is different from that of base block signal writing to JL056. (The lowest digit shows the axis No.),,Sub Code: Signifies the axis in which the alarm occurred,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1678,MOTOR CMD POSITION ERROR (SV),The motor command position is incorrect.,,Sub Code: Signifies the axis in which the alarm occurred,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1679,BRAKE POWER ERROR(12V),The fuse is blown in brake unit.,,,Fuse failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SERVO
,,,,,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SERVO
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1681,BRAKE POWER ERROR,An error occurred in the power supply in the brake unit.,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SERVO
,,,,,Short circuit or ground fault,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SERVO
,,,,,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1682,EXTERNAL BRAKE POWER ERROR,An error occurred in the external axis brake power supply for brake unit.,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SERVO
,,,,,Short circuit or ground fault,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SERVO
,,,,,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1683,DC 24V POWER SUPPLY FAILURE(SV),An error was detected in the voltage value of the CPS01 board.,,,Short circuit or ground fault,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the brake connection if there is a ground fault or short circuit.",,,,SERVO
,,,,,CPS01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1684,INSTANT POWER FAILURE(TRQ)(SV),The instant power failure occurred and then the torque was saturated. ,,The instant power failure occurred and then the torque was saturated. ,Voltage failure,"(1)Check if the primary power supply voltage is dropping.
(2)Turn the power OFF then back ON.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1685,INSTANT POWER FAILURE(TIME)(SV),The instant power failure occurred for longer than the certain time period. ,,The instant power failure occurred for longer than the certain time period. ,Voltage failure,"(1)Check if the primary power supply voltage is dropping.
(2)Turn the power OFF then back ON.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1686,POS.DEVITATION SATURATING ERR(SV),The deviation of the position reaches the soft limit position.,,,Setting error,"Check the settings for manipulator motion condition (influence by external  force, load condition).",,,,SERVO
,,,,,Connection failure,"Check if a ground fault has not occurred in the U-, V-, and W-phase of motor power line, or short circuit has not occurred between these phases.",,,,SERVO
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SERVO
,,,,,Module failure(amplifier),"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SERVO
,,,,,Module failure(motor),"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the motor.",,,,SERVO
,,,,,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1687,COORDINATED STOP FUNC. DISABLE,"The function parameter is specified for the system for which it cannot be applied.
This function is applicable only for the system with two manipulators (with two ACP31 boards).",,,Setting error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
1688,MEMORY DATA FILE STORAGE ERROR,The model file is not saved nomally.,1,Storage file number is inconsistent,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,(R‹ZA2)
,,,2,Start index is inconsistent,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,(R‹ZA2)
1690,PCI BOARD NOT DETECTED,AD board conection error,,,AD board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,(R‹ZA2)
1691,FORCE SENSOR BOARD UNMOUNTED,Force sensor board is not mounted.,,Force sensor board could not be found,Force sensor board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,(R‹ZA2)
1692,PG POWER FUSE BLOWN(SV),The fuse is blown in the ACP31 board.,,,Fuse failure,Replace the ACP31 board fuse(F1).,,,,SERVO
,,,,,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1694,GROUND FAULT(BRAKE LINE),The brake connection is a ground fault or short circuit.,,Sub Code: Signifies the axis in which the alarm occurred,Short circuit or ground fault,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the brake connection if there is a ground fault or short circuit.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1695,DC 24V POWER SUPPLY FAILURE(SV),An error was detected in the voltage value of the CPS01 board.,,,CPS01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1696,F-SAFE ENCODER DIAG.EROOR,The ASF30 board has detected the encoder diagnosis error. ,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe. ",,,,SAFETY
,,,,,Module failure(encoder),"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe. ",,,,SAFETY
,,,,,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe. ",,,,SAFETY
,,,,,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe. ",,,,SAFETY
,,,,,Setting error,Check the parameter setting value.,,,,SAFETY
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
1860,M-SAFETY COMMUNICATE ERROR,The communication error occurred between the ACP30 and the ASF30 board.,0,There was no response from ASF30 board within the time limit.,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SYSCON
,,,,,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SYSCON
,,,,,ACP30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN , and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
,,,1,The reset of Machine-Safety alarm was not properly completed.,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SYSCON
,,,,,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SYSCON
,,,,,ACP30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN , and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
,,,2,Calculation results do not match the receive data.,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SYSCON
,,,,,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SYSCON
,,,,,ACP30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN , and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SYSCON
1861,M-SAF SYSTEM ERROR,An error occurred in a process of Machine-Safety system.,,Sub code indicates where the error occurred.,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe. ",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
1862,M-SAF VERSION UP ERROR,An error is detected in the update process of Machine-Safety software.,,An error is detected in the update process of Machine-Safety software.,Hardware failure,Please try the software update again.,,,,HWC
,,,,,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe. ",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
1863,M-SAF SETUP ERROR,The parameter setting do not match to system configuration setting.,1,The parameter setting is incorrect.,Setting error,Please re-configure the setting of the control group in maintenance mode.,,,,HWC
,,,,,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe. ",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,2,Parameter setting does not match the number of ASF30 boards.,Setting error,"In maintenance mode, check that the control group setting is appropriate for the system.",,,,HWC
,,,,,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe. ",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,3,The parameter setting is incorrect.,Setting error,"In the control group setting window of maintenance mode, check that the following items are appropriate for the system configuration.
(1)In case of STO connection:
 -Servo board which connects to each control group
 -The number of axis which connects to connector of each servo board
 -Contactor unit which connects the brake
 -Converter which connects the axis
 -ON_ENABLE signal (or TU)which connects to each control group
 -The setting of overrun signal
(2)In case of Contactor connection:
 -Servo board which connects to each control group.
 -The number of axis which connects to connector of each servo board
 -Axis number to be connected to the connector of the servo board
 -Converter which connects the axis
 -Contactor unit which connects the brake
 -The setting of overrun signal",,,,HWC
,,,,,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe. ",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,10,The CRC data which calculated do not accord with CRC data saved away by Flash Rom.,Setting error,"If the alarm occurs again, Select  the following menu.
- Start up meinntenance mode.
- Change to the safety mode security.
- Select [Safety Board FLASH Reset] by going to  [INITIALIZE] form  [FILE] in the main menu.
- Turn the power OFF then back ON.",,,,HWC
,,,,,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe. ",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,11,The CRC data which calculated do not accord with CRC data saved in a parameter.,Setting error,"If the alarm occurs again, Select  the following menu.
- Start up meinntenance mode.
- Change to the safety mode security.
- Select [Safety Board FLASH Reset] by going to  [INITIALIZE] form  [FILE] in the main menu.
- Turn the power OFF then back ON.",,,,HWC
,,,,,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe. ",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,12,"The calculated CRC data are not accord with the CRC data that is saved in FlashRom. In addition, both the CRC data that is saved in the parameter does not match.",Setting error,"If the alarm occurs again, Select  the following menu.
- Start up meinntenance mode.
- Change to the safety mode security.
- Select [Safety Board FLASH Reset] by going to  [INITIALIZE] form  [FILE] in the main menu.
- Turn the power OFF then back ON.",,,,HWC
,,,,,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe. ",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,1000,The ASF30 board revision is not correct.,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe. ",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,1001,The ASF30 board revision is not correct.,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe. ",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,1002,The ASF30 board revision is not correct.,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe. ",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,1003,The ASF30 board revision is not correct.,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe. ",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,1004,The ASF30 board revision is not correct.,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe. ",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,1005,The ASF30 board revision is not correct.,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe. ",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,1006,The ASF30 board revision is not correct.,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe. ",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,1007,The ASF30 board revision is not correct.,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe. ",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,1010,The firmware of ASF30 is not correct.,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe. ",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,1011,The firmware of ASF30 is not correct.,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe. ",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,1012,The firmware of ASF30 is not correct.,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe. ",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,1013,The firmware of ASF30 is not correct.,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe. ",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,1014,The firmware of ASF30 is not correct.,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe. ",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,1015,The firmware of ASF30 is not correct.,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe. ",,,,HWC
