YRC1000micro,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,図表1,図表2,詳細説明(技術者用),備考
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2032108,"Failed in ToolCalib command.(Control group4)
Specified group is not supported .",Setting error,"(1)Reset the alarm. 
(2)Specify robot control group and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2032109,"Failed in ToolCalib command.(Control group4)
The tool calibration function is running.",Setting error,"(1)Reset the alarm. 
(2)Stop tool calibration and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033000,Failed in ReleaseBrake command. (Control group4),Setting error,Reset the alarm and execute again. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033001,"Failed in ReleaseBrake command. (Control group4)
Failed to stop manual brake release.",Setting error,Reset the alarm and execute again. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033003,"Failed in ReleaseBrake command. (Control group4)
Incorrect axes have been set.",Setting error,"(1)Reset the alarm.
(2)Specify correct axes information and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033004,"Failed in ReleaseBrake command. (Control group4)
ReleaseBrake command was executed when the servo power was ON.",Setting error,"(1)Reset the alarm.
(2)Turn off the servo power and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033005,"Failed in ReleaseBrake command. (Control group4)
ReleaseBrake command was executed when in emergency stop condition.",Setting error,"(1)Reset the alarm.
(2)Releasing the emergency stop and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033006,"Failed in ReleaseBrake command. (Control group4)
ReleaseBrake command was executed when the BRK_EN signal was in the release prohibition condition.",Setting error,"(1)Reset the alarm.
(2)Set the BRK_EN signal to release permission condition and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033007,"Failed in ReleaseBrake command. (Control group4)
Specified axes are lacked.",Setting error,"(1)Reset the alarm.
(2)Check the brake group information.
(3)Specify correct axes and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033008,"Failed in ReleaseBrake command. (Control group4)
Manual release brake  function is invalid.",Setting error,"(1)Reset the alarm. 
(2)Enable manual release brake function and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033100,Failed in servofloat ON (Control Group No.4).,Setting error,(1)Reset the alarm and execute again. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033101,"Failed in servofloat ON (Control Group No.4).
Specified group number is out of range.",Setting error,"(1)Reset the alarm.
(2)Specify correct control group number and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033102,"Failed in servofloat ON (Control Group No.4).
Specified servofloat type is invalid.",Setting error,"(1)Reset the alarm.
(2)Specify correct servofloat type and execute again.
(3)If the alarm occurs again, confirm that specified servofloat type function is enabled.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033103,"Failed in servofloat ON (Control Group No.4).
Specified servofloat condition file number is out of range.",Setting error,"(1)Reset the alarm.
(2)Specify correct servofloat type and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033104,"Failed in servofloat ON (Control Group No.4).
Specified group is not supported axis servofloat.",Setting error,"(1)Reset the alarm.
(2)Base axes control group is not supported. Specify robot or station axes control group and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033105,"Failed in servofloat ON (Control Group No.4).
Specified group is not supported linear servofloat.",Setting error,"(1)Reset the alarm.
(2)Base and station axes control group is not supported. Specify Robot axes control group and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033106,"Failed in servofloat ON (Control Group No.4).
Specified group is different from specified one in a servofloat condition file.",Setting error,"(1)Reset the alarm.
(2)Confirm the group nubmer specified in a servofloat condition file.
(3)Specify that group number and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033107,"Failed in servofloat ON (Control Group No.4).
Failed in referring servofloat condition file.",Setting error,(1)Reset the alarm and execute again. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033108,"Failed in servofloat ON (Control Group No.4).
User frame number is not active.",Setting error,"(1)Reset the alarm.
(2)Set active user frame number and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033109,"Failed in servofloat ON (Control Group No.4).
Robot moving.",Setting error,"(1)Reset the alarm.
(2)Stop robot and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033110,"Failed in servofloat ON (Control Group No.4).
Alarm occurring.",Setting error,Reset the alarm and execute again.,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033111,"Failed in servofloat ON (Control Group No.4).
Servo power is down.",Setting error,"(1)Reset the alarm.
(2)Turn on the servo power and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033200,Failed in servofloat OFF (Control Group No.4).,Setting error,(1)Reset the alarm and execute again. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033201,"Failed in servofloat OFF (Control Group No.4).
Specified control group number is out of range.",Setting error,"(1)Reset the alarm.
(2)Specify correct control group number and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033202,"Failed in servofloat OFF (Control Group No.4).
Specified control group is not supported.",Setting error,"(1)Reset the alarm.
(2)Base axes control group is not supported. Specify robot or station axes control group and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033203,"Failed in servofloat OFF (Control Group No.4).
Robot moving.",Setting error,"(1)Reset the alarm.
(2)Stop robot and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033204,"Failed in servofloat OFF (Control Group No.4).
Alarm occurring.",Setting error,Reset the alarm and execute again.,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033205,"Failed in servofloat OFF (Control Group No.4).
Servo power is down.",Setting error,"(1)Reset the alarm.
(2)Turn on the servo power and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033300,Failed in writing servofloat condition file (Control Group No.4).,Setting error,(1)Reset the alarm and execute again. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033301,"Failed in writing servofloat condition file (Control Group No.4).
Specified control group number is out of range.",Setting error,"(1)Reset the alarm.
(2)Specify correct control group number and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033302,"Failed in writing servofloat condition file (Control Group No.4).
Specified servofloat type is invalid.",Setting error,"(1)Reset the alarm.
(2)Specify correct servofloat type and execute again.
(3)If the alarm occurs again, confirm that specified servofloat type function is enabled.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033303,"Failed in writing servofloat condition file (Control Group No.4).
Specified servofloat condition file number is out of range.",Setting error,"(1)Reset the alarm.
(2)Specify correct servofloat condition file number and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033304,"Failed in writing servofloat condition file (Control Group No.4).
Specified control group is not supported axis servofloat.",Setting error,"(1)Reset the alarm.
(2)Base axes control group is not supported. Specify robot or station axes control group and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033305,"Failed in writing servofloat condition file (Control Group No.4).
Specified control group is not supported linear servofloat.",Setting error,"(1)Reset the alarm.
(2)Base and station axes control group is not supported. Specify Robot axes control group and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033306,"Failed in writing servofloat condition file (Control Group No.4).
Specified coordinate frame is invalid.",Setting error,"(1)Reset the alarm.
(2)Specify correct coordinate frame and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033307,"Failed in writing servofloat condition file (Control Group No.4).
Specified max/min torque is out of range.",Setting error,"(1)Reset the alarm.
(2)Specify correct max/min torque and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033308,"Failed in writing servofloat condition file (Control Group No.4).
Specified max/min force is out of range.",Setting error,"(1)Reset the alarm.
(2)Specify correct max/min force and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033309,"Failed in writing servofloat condition file (Control Group No.4).
Robot moving.",Setting error,"(1)Reset the alarm.
(2)Stop robot and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033310,"Failed in writing servofloat condition file (Control Group No.4).
Alarm occurring.",Setting error,Reset the alarm and execute again.,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033311,"Failed in writing servofloat condition file (Control Group No.4).
Edit inhibited.",Setting error,"(1)Reset the alarm.
(2)Release editlock and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033400,Failed in reading servofloat condition file (Control Group No.4).,Setting error,(1)Reset the alarm and execute again. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033401,"Failed in reading servofloat condition file (Control Group No.4).
Specified control group is out of range.",Setting error,"(1)Reset the alarm.
(2)Specify correct control group number and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033402,"Failed in reading servofloat condition file (Control Group No.4).
Specified servofloat type is invalid.",Setting error,"(1)Reset the alarm.
(2)Specify correct servofloat type and execute again.
(3)If the alarm occurs again, confirm that specified servofloat type function is enabled.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033403,"Failed in reading servofloat condition file (Control Group No.4).
Specified servofloat condition file is out of range.",Setting error,"(1)Reset the alarm. 
(2)Specify correct servofloat condition file number and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033404,"Failed in reading servofloat condition file (Control Group No.4).
Specified control group is different from specified one in a servofloat condition file.",Setting error,"(1)Reset the alarm. 
(2)Change control group number and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033405,"Failed in reading servofloat condition file (Control Group No.4).
Instruction buffer size is not enough to read.",Setting error,(1)Reset the alarm and execute again. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033500,Failed in SetCollisionDetectionStatus command. (Control group 4),Setting error,Reset the alarm and execute again. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033502,"Failed in SetCollisionDetectionStatus command. (Control group 4)
Specified control group is not a robot.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033503,"Failed in SetCollisionDetectionStatus command. (Control group 4)
Incorrect status has been set.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033600,Failed in SetCollisionDetectionLevels command. (Control group 4),Setting error,Reset the alarm and execute again. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033602,"Failed in SetCollisionDetectionLevels command. (Control group 4)
Specified control group is not a robot.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033603,"Failed in SetCollisionDetectionLevels command. (Control group 4)
Incorrect resource type has been set.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033604,"Failed in SetCollisionDetectionLevels command. (Control group 4)
Incorrect number of file has been set.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033605,"Failed in SetCollisionDetectionLevels command. (Control group 4)
Incorrect value of levels has been set.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033606,"Failed in SetCollisionDetectionLevels command. (Control group 4)
Robot is moving.",Setting error,"(1)Reset the alarm.
(2)Stop robot and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033700,Failed in WriteCollisionDetectionFile command. (Control group 4),Setting error,Reset the alarm and execute again. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033702,"Failed in WriteCollisionDetectionFile command. (Control group 4)
Specified control group is not a robot.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033703,"Failed in WriteCollisionDetectionFile command. (Control group 4)
Incorrect number of file has been set.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033704,"Failed in WriteCollisionDetectionFile command. (Control group 4)
Incorrect value of levels has been set.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033705,"Failed in WriteCollisionDetectionFile command. (Control group 4)
The function parameter has not been set.",Setting error,Enable Teach Mode Each Axis Setting Function ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033706,"Failed in WriteCollisionDetectionFile command. (Control group 4)
Robot is moving.",Setting error,"(1)Reset the alarm.
(2)Stop robot and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033800,Failed in GetCollisionDetectionStatus command. (Control group 4),Setting error,Reset the alarm and execute again. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033802,"Failed in GetCollisionDetectionStatus command. (Control group 4)
Specified control group is not a robot.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033900,Failed in GetCollisionDetectionTorque command. (Control group 4),Setting error,Reset the alarm and execute again. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2033902,"Failed in GetCollisionDetectionTorque command. (Control group 4)
Specified control group is not a robot.",Setting error,Input correct data. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034300,Failed in BrakeGroupInfoGet command. (Control group4),Setting error,Reset the alarm and execute again. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034400,Failed in SetSearch command.(Control Group4),Setting error,"(1)Confirm option function: ""Search function"" is enabled.
(2)Reset the alarm and then try again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034401,"Failed in SetSearch command.(Control Group4)
Specified group number is out of range.",Setting error,"(1)Reset the alarm.
(2)Specify correct group number and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034402,"Failed in SetSearch command.(Control Group4)
Specified control group is not supported search function.",Setting error,"Search function supports only robot.
(1)Reset the alarm.
(2)Specify robot and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034403,"Failed in SetSearch command.(Control Group4)
Specified InputSignalBits is invalid.",Setting error,"(1) Reset the alarm.
(2) Specify correct RIN signal and then try again. Incorrect specification is shown below.
  (a) It can not be specified 0.
  (b) If SearchAction is specified 0, it can not be specified multiple RIN signals.
  (c) It can not be specified RIN signal which number is out of range.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034404,"Failed in SetSearch command.(Control Group4)
Specified SearchAction is invalid.",Setting error,"SearchAction can be specifiled only 0.
(1)Reset the alarm.
(2)Specify 0 to SearchAction and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034500,Failed in ResetSearch command.(Control Group4),Setting error,"(1)Confirm option function: ""Search function"" is enabled.
(2)Reset the alarm and then try again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034501,"Failed in ResetSearch command.(Control Group4)
Specified group number is out of range.",Setting error,"(1)Reset the alarm.
(2)Specify correct group number and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034502,"Failed in ResetSearch command.(Control Group4)
Specified control group is not supported search function.",Setting error,"Search functon supports only robot.
(1)Reset the alarm.
(2)Specify robot and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034600,Failed in GetSearchResult command.(Control Group4),Setting error,"Reset the alarm, and then try again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034601,"Failed in GetSearchResult command.(Control Group4)
Specified group number is out of range.",Setting error,"(1)Reset the alarm.
(2)Specify correct group number and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034602,"Failed in GetSearchResult command.(Control Group4)
Specified control group is not supported search function.",Setting error,"Station group can not be specified.
(1)Reset the alarm.
(2)Specify robot or base axes group number and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034603,"Failed in GetSearchResult command.(Control Group4)
Memory to store result is not enough.",Setting error,"Reset the alarm, and then try again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034604,"Failed in GetSearchResult command.(Control Group4)
Robot is moving.",Setting error,"(1)Reset the alarm.
(2)Stop robot and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034700,Failed in GetSearchPosition command.(Control Group4),Setting error,"Reset the alarm, and then try again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034701,"Failed in GetSearchPosition command.(Control Group4)
Specified group number is out of range.",Setting error,"(1)Reset the alarm.
(2)Specify correct group number and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034702,"Failed in GetSearchResult command.(Control Group4)
Specified control group is not supported search function.",Setting error,"Station group can not be specified.
(1)Reset the alarm.
(2)Specify robot or base axes group number and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034703,"Failed in GetSearchPosition command.(Control Group4)
Memory to store result is not enough.",Setting error,"Reset the alarm, and then try again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034704,"Failed in GetSearchPosition command.(Control Group4)
Specified coordinate system is out of range.
",Setting error,"(1)Reset the alarm.
(2)Specify world or user coordinate system and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034705,"Failed in GetSearchPosition command.(Control Group4)
Specified detected number is out of range.",Setting error,"If using search motion with SearchAction is 0, detected number must be 0.
(1) Reset the alarm.
(2) Speicify 0 to detected number and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034706,"Failed in GetSearchPosition command.(Control Group4)
RIN signal has not been detected.",Setting error,"(1)Reset the alarm.
(2)Verify detected count by executing GetSearchResult command.
(3) Execute instruction again if it's more than 0.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034707,"Failed in GetSearchPosition command.(Control Group4)
Failed in getting detected TCP position.",Setting error,"Reset the alarm, and then try again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034708,"Failed in GetSearchPosition command.(Control Group4)
Failed in getting detected TCP position in User coordinate system because, user frame had been inactive when search motion was enqueued.",Setting error,Set active user frame number when execute linear move command with search.,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034709,"Failed in GetSearchPosition command.(Control Group4)
Failed in getting detected TCP position in user coordinate system.",Setting error,"Reset the alarm, and then try again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034710,"Failed in GetSearchPosition command.(Control Group4)
Robot is moving.",Setting error,"(1)Reset the alarm.
(2)Stop robot and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034800,Failed in MultiMoveOn command. (Control group 4),Setting error,Reset the alarm and execute again. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034802,"Failed in MultiMoveOn command. (Control group 4)
Specified control group is not supported.",Setting error,Input correct data. ,,,,MotoLogix
