NX100,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm number,Alarm Name,Contents,Sub Code,Meaning,Cause,Remedy,1,2,3,Notes
,,,4,,This robot cannot perform a hexagonal cutting motion.,This robot cannot perform a hexagonal cutting motion.  Select an other cutting form.,,,,
4490,DEFECTIVE TAUGHT POINT (ENDLESS),,,,The Endless motion could not be performed.,,,,,
,,,1,,"After the Endless rotation completed, an attempt was made to execute an interpolation instruction such as MOVL and MOVC before executing an MRESET instruction.","To perform an interpolation motion such as MOVL and MOVC after an Endless rotation, execute an MRESET instruction beforehand.",,,,
,,,2,,The base axis is set as an Endless rotation axis.  The Endless function cannot be used with the base axis.,Change the parameter setting that designates the Endless rotation axis.,,,,
,,,3,,An attempt was made to execute the Endless function although the endless axis was not designated.,,,,,
,,,4,,The Endless axis exceeded the maximum pulse value (?536870911).,Correct the rotation amount so that the Endless axis does not exceed the maximum pulse value.,,,,
4491,CORRECTIONAL DIRECTION ERROR,,,,An error occurred in the calculation section for the correcting direction at path correcting motion.,,,,,
,,,1,,Control-group designation error for correcting-direction preparation,"Reset the alarm, and then try again. If the error occurs again, contact your Yaskawa representative.",,,,
,,,2,,Designation error for the correcting-direction coordinates,,,,,
,,,3,,"When �any direction� is set for the correcting direction, the correction coordinates is not prepared.",Teach the correcting direction with the reference point (REFP).,,,,
,,,4,,"When �any direction� is set for the correcting direction, the reference points (REFP) are taught on the same point.",Teach the reference points (REFP) so that each point is different.,,,,
,,,5,,Designation error for the coordinated motion control axis at the reference point,"Reset the alarm, and then try again. If the error occurs again, contact your Yaskawa representative.",,,,
4492,POSITION CORRECTION ERROR,,,,An error occurred in the calculation section for the correcting direction at path correcting motion.,,,,,
,,,1,,"Data unmatched between the correction amount data and the job data:
The information about the control groups designated for the series of jobs, which is added to the correction amount data, does not include the valid control-group for the job.","Reset the alarm, and then try again. If the error occurs again, contact your Yaskawa representative.",,,,
,,,2,,"Data unmatched between the correction amount data and the job data:
The valid control-group information that is added to the correction amount data disagrees with the valid control-group for the job.",,,,,
4493,OVER TOOL FILE NO.,,,,"The tool file number exceeded the limit value.
The tool number for internal control is 25 or more.","Reset the alarm, and turn the power OFF then back ON.
If the error occurs again, contact your Yaskawa representative.",,,,
4494,DEFECTIVE TAUGHT POINT (WEAV),,1,,"Incorrect teaching of weaving motion positions
The weaving start point and end point are on the same point.",Change the positions so that the weaving start point and end point are different.,,,,
4494,DEFECTIVE TAUGHT POINT (WEAV),,2,,"Incorrect teaching of weaving motion positions
Among the weaving start point, end point, and reference point, two or three points are on the same point.","Change the positions so that the weaving start point, end point, and reference point are different.",,,,
4495,UNDEFINED ROBOT CALIBRATION,,,,"Calibration between robots has not executed.
A coordinated motion is impossible because no calibration between robots has been made.","Before using the coordinated motion, execute the calibration between robots.",,,,
4496,PARAMETER ERROR,,,,Setting error of motion control parameter,,,,,
,,,1,,The setting of the robot number is incorrect.,"Set a correct value.
If the error occurs again, contact your Yaskawa representative.",,,,
,,,2,,Zero is set for the resolution.,,,,,
,,,3,,Zero is set in the feedback pulse parameter.,,,,,
,,,4,,The setting of L-axis ball-screw data is incorrect.,,,,,
,,,5,,The setting of U-axis ball-screw data is incorrect.,,,,,
,,,6,,Zero or a negative value is set for MAXPPS.,,,,,
,,,7,,Zero or a negative value is set for the maximum acceleration speed.,,,,,
,,,8,,Zero or a negative value is set for the maximum deceleration speed.,,,,,
,,,9,,Zero or a negative value is set for the play-mode servo averaging time.,,,,,
4496,PARAMETER ERROR,,,,Setting error of motion control parameter,,,,,
,,,10,,The setting of the robot number is incorrect.  An undefined type is designated.,"Set a correct value.
If the error occurs again, contact your Yaskawa representative.",,,,
,,,11,,The incorrect coordinate system is designated for the cubic interference.  An undefined coordinate system is set.,,,,,
,,,12,,The designation of the user coordinates number is incorrect. A number out of the setting range is set.,,,,,
,,,13,,The reduction ratio ? 0 is output.,"Set a correct value for the resolution. If the error occurs again, contact your Yaskawa representative.",,,,
,,,14,,Zero or a negative value is set for the spring constant.,"Set a correct value for the spring constant. If the error occurs again, contact your Yaskawa representative.",,,,
,,,15,,Zero or a negative value is set for the motor inertia.,"Set a correct value for the motor inertia. If the error occurs again, contact your Yaskawa representative.",,,,
,,,16,,Zero or a negative value is set for the speed calculation constant.,"Set a correct value for the speed calculation constant.
If the error occurs again, contact your Yaskawa representative.",,,,
,,,17,,Dividing number setting error,"If the error occurs again, contact your Yaskawa representative.",,,,
,,,18,,The setting of allowable torque for the speed reducer is incorrect.,"Correct the parameter setting.
If the error occurs again, contact your Yaskawa representative.",,,,
,,,19,,The setting of allowable torque for the motor is incorrect.,,,,,
,,,20,,The robot type is not applicable for torque acceleration/deceleration.,Do not use the torque acceleration/ deceleration with this robot.,,,,
,,,21,,Zero or a negative value is set for the balancer.,"Set a correct value for the balancer.  If the error occurs again, contact your Yaskawa representative.",,,,
,,,22,,"The angle of hexagon set for the CUT instruction is out of the range ""0 degree < angle < 60 degrees.""","Set a correct value for the angle of hexagon.
If the error occurs again, contact your Yaskawa representative.",,,,
,,,23,,Encoder type designation error,"If the error occurs again, contact your Yaskawa representative.",,,,
,,,24,,Observer sampling time error,,,,,
,,,25,,Two-degree-of-freedom system Kp value error,,,,,
,,,26,,The setting of torque acceleration/ deceleration designation parameter is incorrect.,"Correct the parameter setting.
If the error occurs again, contact your Yaskawa representative.",,,,
,,,27,,Observer polarity setting error,"If the error occurs again, contact your Yaskawa representative.",,,,
,,,28,,The inertia value error for the shift value calculation,,,,,
,,,29,,Observer attenuation constant error,,,,,
4496,PARAMETER ERROR,,,,Setting error of motion control parameter,,,,,
,,,32,,Non-robot axis observer selection error,"If the error occurs again, contact your Yaskawa representative.",,,,
,,,33,,Zero is set for the response time constant.,"Correct the parameter setting.
If the error occurs again, contact your Yaskawa representative.",,,,
,,,34,,Efficiency data error,"If the error occurs again, contact your Yaskawa representative.",,,,
,,,35,,Zero is set for the averaging time constant.,"The averaging time constant must be set for the optimized acceleration/deceleration control.
Correct the parameter setting.
If the error occurs again, contact your Yaskawa representative.",,,,
,,,36,,Torque limit ratio data error,"If the error occurs again, contact your Yaskawa representative.",,,,
,,,37,,Coulomb friction data error,,,,,
,,,38,,Kinematic friction coefficient data error,,,,,
,,,39,,The setting in the optimized acceleration/deceleration designation parameter is incorrect.,"Correct the parameter setting.
If the error occurs again, contact your Yaskawa representative.",,,,
,,,40,,An uninstalled function is designated.,"Correct the parameter setting.
If the error occurs again, contact your Yaskawa representative.",,,,
,,,41,,The dynamics-model calculation at the optimized acceleration/ deceleration is invalid.,"If the error occurs again, contact your Yaskawa representative.",,,,
,,,42,,Zero is set for the inertia of dynamics fixed model.,"Correct the parameter setting.
If the error occurs again, contact your Yaskawa representative.",,,,
,,,43,,Designation error for dynamics- model calculation type,"If the error occurs again, contact your Yaskawa representative.",,,,
,,,44,,The optimized acceleration/ deceleration control of speed limit function is disabled.,,,,,
,,,45,,The axis designation parameter for the speed limit function is not set.,"Correct the parameter setting.
If the error occurs again, contact your Yaskawa representative.",,,,
,,,46,,The setting in the mode designation parameter for the speed limit function is incorrect.,,,,,
,,,47,,Zero or negative value is set in the allowable braking torque parameter for the speed limit function.,,,,,
,,,48,,Zero or a negative value is set in the speed adjustment ratio parameter for the speed limit function.,,,,,
,,,49,,Zero or a negative value is set in the torque limit adjustment ratio parameter for the acceleration/ deceleration tuning.,,,,,
4496,PARAMETER ERROR,,,,Setting error of motion control parameter,,,,,
,,,51,,"Zero is set for the dimension information ""a3"" for the SKR robot.",Correct the parameter setting.,,,,
,,,52,,The setting of sealer-gun control- group parameter for the servo sealer control is incorrect.,,,,,
,,,53,,The parameter setting for the Cartesian robot X-axis data is incorrect.,,,,,
,,,54,,The parameter setting for the Cartesian robot Y-axis data is incorrect.,,,,,
,,,55,,The setting for the Dual-arm robot is incorrect.,"If the error occurs again, contact your Yaskawa representative.",,,,
,,,56,,Zero or a negative value is set in the FORMCUT maximum acceleration/deceleration time parameter.,Correct the parameter setting.,,,,
,,,57,,The setting of expanded check- point designating bits for the arm interference check is incorrect.,"If the error occurs again, contact your Yaskawa representative.",,,,
,,,60,,Zero or a negative value is set for the sphere at the arm interference check point.,Correct the parameter setting.,,,,
,,,61,,Zero or a negative value is set for the cylinder at the arm interference check point.,,,,,
,,,62,,The number of designated check points for the arm interference check is insufficient.,,,,,
,,,70,,"All of X, Y, and Z value of the expanded check-point 1 for the arm interference check are set to zero.",,,,,
,,,71,,"All of X, Y, and Z value of the expanded check-point 2 for the arm interference check are set to zero.",,,,,
,,,85,,The setting of wrist axis angle for tube-incorporated wrist type robots or three-roll wrist type robots is incorrect.,,,,,
,,,86,,The special link JOG operation cannot be used with this robot.,Change the parameter setting to disable the special link JOG operation for this robot.,,,,
,,,87,,The setting in the parameter for special angle limit check designation is incorrect.,Correct the parameter setting.,,,,
,,,91,,The setting of the deceleration speed for the path-priority control is less than zero.,"If the error occurs again, contact your Yaskawa representative.",,,,
,,,92,,A negative value is set in the roundness parameter for the path- priority control.,Correct the parameter setting.,,,,
,,,93,,The link parameter for the cutting device is not set.,,,,,
4496,PARAMETER ERROR,,,,Setting error of motion control parameter,,,,,
,,,95,,The real-time bending correction function is enabled for a control- group other than robot axis.,This function cannot be used for control groups other than the robot axis.  Correct the parameter setting.,,,,
,,,96,,"Zero is set for the dimension information ""a2"" for the Arc Cell Torch Arm type robots.",Correct the parameter setting.,,,,
,,,97,,Zero is set for the deceleration ratio for double T-axis unit of the V-shaped double T-axis robot.,Correct the parameter setting.,,,,
4497,DEFECTIVE TAUGHT POINT (CALIB),,,,Incorrect teaching points for calibration between robots,,,,,
,,,1,,Some of the teaching points for master-group are on the same point.,Perform the teaching again so that the teaching points are different from one another.,,,,
,,,2,,Some of the teaching points for slave-group are on the same point.,,,,,
,,,3,,"The 2nd-axis positions of C3, C4, and C5 of station axes are not the same.","Perform the teaching again so that the 2nd- axis positions of C3, C4, and C5 of the station axes are the same.",,,,
,,,4,,"The 1st-axis positions of C1, C2, and C3 of station axes are not the same.","Perform the teaching again so that the 1st- axis positions of C1, C2, and C3 of station axes are the same.",,,,
,,,5,,"The 2nd-axis positions of C1, C2, and C3 of station axes are the same.","Perform the teaching again so that the 2nd- axis positions of C1, C2, and C3 of station axes are not the same.",,,,
,,,6,,"The 1st-axis rotation direction of C3, C4, and C5 of station axes are not the same.","Perform the teaching again so that the 1st- axis rotation direction of C3, C4, and C5 of station axes are the same.",,,,
,,,7,,"The 1st-axis (elevation axis) positions of C1, C2, and C3 of station axes are not the same.","Perform the teaching again so that the 1st- axis (elevation axis) positions of C1, C2, and C3 of station axes are the same.",,,,
,,,8,,"The 1st-axis (elevation axis) positions of C3, C4, and C5 of station axes are not the same.","Perform the teaching again so that the 1st- axis (elevation axis) positions of C3, C4, and C5 of station axes are the same.",,,,
4498,CANNOT EXECUTE JOB (NO GRP AXIS),,,,"An error occurred in a job without control group.
An attempt was made to execute an instruction that could not be executed in a job without control group.",Register the instruction in a job with control group.,,,,
4499,UNDEFINED POSITION VARIABLE,,,,"The position type variable is not registered.
An attempt was made to use the position type variable that was not set. (Subcode: The variable number)",Set the position type variable.,,,,
4500,UNDEFINED USER FRAME,,,,"The user coordinate is not registered.
An attempt was made to use the user coordinate that was not set. (Subcode: User coordinate number)",Set the user coordinate.,,,,
4501,OUT OF RANGE (PARALLEL PROCESS),,,,"The number of tasks exceeded the limit.
An error occurred in the multi-task control process for the independent control function. (Sub code: Task number)","Reset the alarm, and then try again. If the error occurs again, contact your Yaskawa representative.",,,,
4502,SL BOARD ON- LINE ERROR,,,,An error occurred in option board at power ON.  The option board was detected not to operate normally at power ON.,"Remove the option board, and insert it properly again.
If the error occurs again, contact your Yaskawa representative.",,,,
4505,UNDEFINED POSITION FOR ARC ON,,,,Arc retry could not be executed because there was no step before the ARCON instruction.,Register a step before the ARCON instruction.,,,,
4506,UNDEFINED POS FOR RESTART RETURN,,,,Arc-restart-return could not be executed because there was no restart-return step in the job. (Example: A retry request was made while executing a step of the called job.),"Reset the alarm, and then re-program the job.",,,,
4507,REFP POS ERROR (SEARCH MOTION),,,,"Incorrect teaching point for search detection
The search start point and the motion target point are the same, or the distance between the two points is too short.","Perform the teaching again so that the search start point and the motion target point are not the same.
Increase the distance between the search start point and the motion target point.",,,,
4508,SPECIFIED ERROR (COORDINATE),,,,An invalid coordinate system was specified.,,,,,
,,,0,,The specified coordinate system does not exist.,"Reset the alarm, and then specify a valid coordinate system.",,,,
,,,1,,Designation error of the master tool coordinate system. This coordinate system cannot be used.,,,,,
,,,2,,Designation error of the tool coordinate system.  This coordinate system cannot be used.,,,,,
,,,6,,Designation error of the conveyor coordinate system.  This coordinate system cannot be used.,,,,,
,,,7,,Designation error of the weaving coordinate system.  This coordinate system cannot be used.,,,,,
,,,8,,Designation error of the COMARC coordinate system.  This coordinate system cannot be used.,,,,,
,,,10,,Designation error of the cylindrical coordinate system.  This coordinate system cannot be used.,,,,,
,,,11,,Designation error of the coordinate system for the external reference point.  This coordinate system cannot be used.,,,,,
,,,12,,Designation error of the coordinate system for 3D shifting. This coordinate system cannot be used.,,,,,
,,,15,,"Designation error of the coordinate system at IMOV for 3D shifting.
This coordinate system cannot be used.",,,,,
4508,SPECIFIED ERROR (COORDINATE),,,,An invalid coordinate system was specified.,,,,,
,,,16,,Designation error of the H-LINK type cylindrical coordinate system. This coordinate system cannot be used.,"Reset the alarm, and then specify a valid coordinate system.",,,,
4509,MFRAME ERROR,,1,,An error occurred at MFRAME execution.,The master or slave control group is incorrect when the master tool user coordinate is specified.,,,,
4510,CANNOT EXECUTE INSTRUCTION (SQRT),,,,"The SQRT instruction could not be executed.
An attempt was made to calculate the square root of negative value. (The second argument was negative.)",Correct the job.,,,,
4511,OUT OF RANGE (DROP-VALUE),,,,"Incorrect robot position when the servo was turned ON
The pulse difference of the robot position exceeded the allowable value between when the servo was OFF previously and when the servo was ON this time.
The standard allowable number of pulses is 100. (Subcode: Control group exceeding the allowable value.)","Reset the alarm, and then try again.",,,,
4512,TWO STEPS SAME LINE (3 STEPS),,,,"The teaching points are aligned in a straight line.
In the user coordinates for calibration between robots, three or more teaching points are aligned in a straight line.",Perform the teaching again so that the teaching points are not aligned in a straight line.,,,,
4513,"EXCESSIVE SEGMENT (SAFETY: 1)
: LOW",,,,"At the safety speed 1, the robot motion speed exceeded the speed limit value (LOW level).",Reduce the speed of the step (move instruction) where the alarm occurred. The robot may be near the singular point. Change the position and orientation of the robot.,,,,
4514,"EXCESSIVE SEGMENT (SAFETY: 1)
: HIGH",,,,"At the safety speed 1, the robot motion speed exceeded the speed limit value (HIGH level).",Reduce the speed of the step (move instruction) where the alarm occurred. The robot may be near the singular point. Change the position and orientation of the robot.,,,,
4515,"EXCESSIVE SEGMENT (SAFETY: 2)
: LOW",,,,"At the safety speed 2, the robot motion speed exceeded the speed limit value (LOW level).",Reduce the speed of the step (move instruction) where the alarm occurred. The robot may be near the singular point. Change the position and orientation of the robot.,,,,
4516,"EXCESSIVE SEGMENT (SAFETY: 2)
: HIGH",,,,"At the safety speed 2, the robot motion speed exceeded the speed limit value (HIGH level).",Reduce the speed of the step (move instruction) where the alarm occurred. The robot may be near the singular point. Change the position and orientation of the robot.,,,,
4517,SEARCH MONITOR SET ERROR (SERVO),,,,"An error occurred in search/ monitoring mode settings in servo section.
An error occurred in interface with servo section at search/monitoring mode. (Subcode: The related control-group)",Check the system versions for XCP01 and AXA01.,,,,
4518,SEARCH MON RELEASE ERROR,,,,"An error occurred in search/ monitoring mode releasing in servo section.
An error occurred in interface with servo section at search/monitoring mode. (Subcode: The related control-group)",Check the system versions for XCP01 and AXA01.,,,,
4519,SPHERE INTRF ERR (ROBOT) CALCULATION,,1,,"An error occurred in sphere interference between robots.
No calibration between robots has been made.",Perform the calibration between robots.,,,,
4520,AXIS BLOCKING,,,,A motion was commanded for the group axis during axis block at play mode. (Subcode: The related control-group),"Reset the alarm, and then try again.  Turn ON the general-purpose input signal set in the parameter.",,,,
4521,WRONG JOB TYPE,,,,Job type is inconsistent.,,,,,
,,,"0000_
0001",,A robot job was started from the concurrent job at CALL/JUMP instruction execution.,Check that what type of job will be started before starting.,,,,
,,,"0000_
1001",,A concurrent job was started from the robot job at CALL/JUMP instruction execution.,,,,,
,,,"1000_
0001",,A system job was started from the robot job at CALL/JUMP instruction execution.,,,,,
4522,TAG DATA CHANGE PROCESS ERROR,,,,An error occurred at tag data change.,,,,,
,,,2,,An error occurred at instruction read-in.,"Correct the job file.
If the error occurs again, contact your Yaskawa representative.",,,,
,,,3,,The tag is not registered.,,,,,
,,,7,,An error occurred at tag data change.,,,,,
4524,CANNOT EXECUTE INST (CONCUR JOB),,,,"An error occurred at concurrent job execution.
There was an unexecutable instruction such as move instruction in the concurrent job.",Correct the job.,,,,
4525,SPECIFIED JOB EXECUTION IMPOSSIBILITY,,,,"An error occurred at startup of multi-system job.
The specified job could not be executed.",Needs investigation.  Contact your Yaskawa representative.,,,,
4527,UNDEFINED PORT NO. (AOUT),,,,"Incorrect analog output port number
The specified analog output port number was not allowed.",Correct the specified analog output port number.,,,,
4528,SYNTAX ERROR,,,,"An error occurred in the instruction syntax.
The function and the corresponding instruction data is inconsistent in the system software. (Subcode: Box number)","Needs investigation.  Contact your Yaskawa representative.
If replacement of the system software is necessary, follow the instructions for replacement.  After replacement, delete the corresponding instructions, and then re- register them.",,,,
4529,TWIN COORDINATED ERROR,,,,An error occurred at twin synchronization execution.,,,,,
,,,1,,A job without control group was started by SYNC instruction.,Specify a R?  +S?  job for the job started by SYNC instruction.,,,,
,,,2,,A job only with robot axes was started by SYNC instruction.,,,,,
4529,TWIN COORDINATED ERROR,,,,An error occurred at twin synchronization execution.,,,,,
,,,3,,A job only with master control group axes was started by SYNC instruction.,Specify a R?  +S?  job for the job started by SYNC instruction.,,,,
,,,4,,"At full synchronization, the completion timings of move instructions for the master and the slave disagreed.","Correct the job.
If the error occurs again, contact your Yaskawa representative.",,,,
,,,5,,"At full synchronization, no operation request from the master was sent.",,,,,
,,,6,,"At full synchronization, the execution timings of move instructions for the master and the slave disagreed.","Correct the job.
If the error occurs again, contact your Yaskawa representative.",,,,
4530,CONVEYOR SYNCHRONIZIN G ERROR,,,,An error occurred in conveyor synchronization execution.,,,,,
,,,1,,The base axis specification is other than 1 or 2 for conveyor characteristic file.,"Reset the alarm, and then try again. If the error occurs again, contact your Yaskawa representative.",,,,
,,,2,,No robot axis in the job for robot axis tracking,,,,,
,,,3,,No base axis in the job for base axis tracking,,,,,
,,,4,,The conveyor board number and conveyor characteristic file number used are incorrect.,,,,,
,,,5,,There was no conveyor start position data at prereading processing.,,,,,
,,,10,,No base axis in the job for arc tracking,,,,,
4531,CONVEYOR CHARACTERIST IC FILE UNSET,,,,"Conveyor characteristic file is not set.
""Use state"" of the conveyor characteristic file set for the job is not set to ""1: Use."" (Subcode: Conveyor characteristic file number)","Set ""Use state"" of conveyor characteristic file set for the job to ""1: Use.""",,,,
4532,CONVEYOR SPEED DOWN,,,,"The conveyor speed decreased below the ""Conveyor Lowest Speed"" set in the conveyor characteristic file. (conveyor number for subcode.)","Correct the ""Conveyor Lowest Speed"" set in the conveyor characteristic file.",,,,
4533,CONVEYOR TRACKING CALCULATION ERROR,,,,An internal control error occurred at conveyor tracking motion.,,,,,
,,,1,,Designation error of the conveyor tracking control-group,"Reset the alarm, and then try again. If the error occurs again, contact your Yaskawa representative.",,,,
,,,2,,Designation error of the user coordinates for the conveyor tracking,,,,,
,,,3,,An attempt was made to use the conveyor tracking function with the slave robot at coordinate motion.,,,,,
,,,4,,Zero is set for the resolution for the turn-table synchronization.,Set a correct value for the resolution.,,,,
4534,TORQUE INTERFERENCE,,,,Excessive interference torque The load torque of an axis motor exceeded the allowable value when the robot is operating at the specified speed.,"Check if the weight information in the tool file is correctly set.
Reduce the speed in the step where the alarm occurred.
Change the position and orientation in the step where the alarm occurred.",,,,
4535,PSEND ERROR,,,,An error occurred at PSEND instruction execution.,,,,,
,,,1,,An attempt was made to send a mail to its own task.,Check the destination address.,,,,
,,,3,,The mail box number is incorrect.,,,,,
4536,PRECV ERROR,,,,An error occurred at PRECV instruction execution.,,,,,
,,,1,,An attempt was made to receive a mail from its own task.,Check the destination address.,,,,
,,,2,,The mail data type is inconsistent.,,,,,
,,,3,,The mail box number is incorrect.,,,,,
4537,OFFLINEMAIL BOX PROCESSING ERROR,,,,An error occurred in mail box control in the offline processing section.,,,,,
,,,1,,Mail box number error,"Reset the alarm, and then try again. If the error occurs again, contact your Yaskawa representative.",,,,
,,,2,,Undefined command for mail box operation,,,,,
,,,3,,OFF_MB_IFS pointer is incorrect.,,,,,
4538,ROBOT AXIS TRACKING IMPOSIBILITY,,,,"The robot axis tracking could not be executed.
An attempt was made to execute the SYMOVJ instruction at robot tracking.",Correct the job.,,,,
4539,CORNER R CONTROL ERROR,,,,An internal control error occurred at the Corner-R motion.,,,,,
,,,1,,The Corner-R motion cannot be used for coordinated motion.,Do not use the Corner-R motion for coordinated motion.,,,,
,,,2,,An attempt was made to execute the Corner-R motion for the same point.,Perform the teaching again so that the start step and end step are not on the same point.,,,,
,,,3,,The Corner-R zone is taught on a straight line.,Perform the teaching again so that the Corner-R zone is not on a strait line.,,,,
,,,4,,The start position or end position for the Corner-R motion could not be calculated inside the start zone or the end zone.,Change the setting for the Corner-R radius. Perform the teaching again for the start step or end step for Corner-R.,,,,
,,,5,,The Corner-R motion cannot be used for coordinated motion (with master robots).,Do not use the Corner-R motion for master robots at coordinated motion.,,,,
,,,6,,"The Corner-R motion cannot be used for MOVC, MOVS, and EIMOVC instructions.",Use a MOVL instruction when using the Corner-R motion.,,,,
,,,7,,The Corner-R motion is disabled during weaving.,Do not perform weaving when using the Corner-R motion.,,,,
,,,8,,Different tool numbers are set in a Corner-R zone (for the Corner-R middle step and end step).,Use the same tool number in a Corner-R zone.,,,,
,,,9,,The Corner-R motion is disabled when the higher-order acceleration/deceleration is specified.,Disable the higher-order acceleration/ deceleration when using the Corner-R motion.,,,,
4539,CORNER R CONTROL ERROR,,,,An internal control error occurred at the Corner-R motion.,,,,,
,,,17,,The Corner-R motion is disabled during conveyor tracking.,Do not perform the conveyor tracking when using the Corner-R motion.,,,,
4540,JOB QUE EMPTY ERROR,,,,"No job queue data
""QUE"" is used in CALL or JUMP instruction under the condition that no job queue is used.","Set a data to a job queue, and then call ""QUE.""",,,,
4541,INVALID INPUT STRING (VAL),,,,"An error occurred at VAL instruction execution.
An attempt was made to convert a character string that could not be converted to a numerical value.",Check the data of character string of conversion source.,,,,
4542,MRESET ERROR,,1,,"An error occurred at MRESET instruction execution.
An MRESET instruction was executed while no endless axis was designated.","Reset the alarm, and then try again. If the error occurs again, contact your Yaskawa representative.",,,,
4543,JOB CALL STACK ERROR,,,,"An error occurred at job return. At job return, an attempt was made to fetch a data from an empty job call stack or to stack a
data in the job call stack that is full.","Reset the alarm, and then try again. If the error occurs again, contact your Yaskawa representative.",,,,
4544,MID$ ERROR,,,,An error occurred at MID$ instruction execution.,,,,,
,,,1,,The first character of character string to be extracted is null at MID$ instruction execution.,Check the data of the character string to be extracted.,,,,
,,,2,,The extraction start position exceeds the character string length at MID$ instruction execution.,Check the extraction start position or the data of the character string to be extracted.,,,,
4545,COMMUNICATIO N SERVICE ERROR,,,,"An error occurred at OPEN/ CLOSE instruction execution.
An error occurred in the communication service at OPEN/ CLOSE instruction execution.","Reset the alarm, and then try again. If the error occurs again, contact your Yaskawa representative.",,,,
4546,CANNOT EXECUTE SYSTEM JOB,,,,"The system job could not be executed.
An error in the system number of system job.  (Subcode: System number)","Reset the alarm, and then try again. If the error occurs again, contact your Yaskawa representative.",,,,
4547,PRIMITIVE ERROR,,,,A primitive error occurred in the system software. (Subcode: Error code),"Reset the alarm, and then try again. If the error occurs again, contact your Yaskawa representative.",,,,
4548,CANNOT OPERATE SPECIFIED EVENT QUE,,,,"An error occurred at INIEVNT instruction execution.
The specified event could not be operated at INIEVNT instruction execution.","Reset the alarm, and then try again. If the error occurs again, contact your Yaskawa representative.",,,,
4549,INIEVNT NOT EXECUTED,,,,"An error occurred at INIEVNT instruction execution.
INIEVNT instruction was not executed before having executed the event related process. (Subcode: System number)",Execute an INIEVNT instruction.,,,,
4550,CANNOT EXECUTE INST (USER JOB),,,,The specified instruction in the user job could not be executed. (Subcode: System number),Correct the job.,,,,
4565,SOFTWARE UNMATCH,,,,The used function and the system are inconsistent.,,,,,
,,,1,,The multi-layer welding function is not used.,"Reset the alarm, and then try again. If the error occurs again, contact your Yaskawa representative.",,,,
,,,2,,The observer function is not used.,,,,,
,,,3,,The TURBO function is not used.,,,,,
,,,4,,The COMARC function is not used.,,,,,
,,,5,,The conveyor/press synchronization function is not used.,,,,,
,,,6,,The shared motion function is not used.,,,,,
,,,7,,The layer motion function is not used.,,,,,
,,,8,,The general sensor function is not used.,,,,,
,,,9,,The servo float function is not used.,,,,,
,,,10,,The laser cutting function (with small circle cutter) is not used.,,,,,
,,,11,,The motor gun function (for spot welding application) is not used.,,,,,
,,,12,,The speed control function (VCON/VCOF) is not used.,,,,,
,,,13,,The servo hand function (for handling application) is not used.,,,,,
,,,14,,The laser cutting function (for form cutting operation) is not used.,,,,,
,,,15,,The series communication function between the systems (PSEND/PRECV) is not used.,,,,,
,,,16,,The motion extension function is not used.,,,,,
,,,17,,The bending function is not used.,,,,,
,,,18,,The ME-NET function is not used.,,,,,
,,,255,,An attempt was made to execute an undefined instruction.,,,,,
4566,USER COORDINATES GENERATION ERROR,,,,An internal control error occurred at preparation of a user coordinates.,,,,,
,,,1,,The teaching points are incorrect.,Perform the teaching again for the user coordinates.,,,,
,,,2,,The teaching points for user- coordinate turning are incorrect.,,,,,
,,,3,,"An internal control error occurred at preparation of a user coordinates.
The robot axis is not specified for the control group of the job to prepare the user coordinates.","Reset the alarm, and then try again. If the error occurs again, contact your Yaskawa representative.",,,,
,,,5,,Position data error,,,,,
,,,6,,Setting error of the slave group for user coordinate conversion,,,,,
4567,CANNOT MONITOR DISTANCE,,,,"The distance could not be monitored when executing a move instruction.
An attempt was made to execute MOVJ/MOVS instruction in arc retry or restart operation.","Do not perform the arc retry or restart operation, or change the interpolation instruction to MOVL/MOVC.",,,,
4568,UNDEFINED PRESS CHARACTERIST IC FILE,,,,No press characteristic file is set. An attempt was made to use the unused press characteristic file in a job.  (Subcode: Press characteristic file number),"Set the status of press characteristic file to be used in the job to ""Used State.""",,,,
4569,PRESS RESOLUTION DATA UNSET,,,,"No press resolution data is set. The status of press resolution data to be used in the job was set to ""Incomplete.""  (Subcode: Press characteristic file)","Set the data, and then press ""Data Set"" button to set the status to ""Completed.""",,,,
4571,SERVO FLOAT MODE RELEASE ERROR,,,,The servo float mode could not be reset when executing a FLOATOF instruction.,"Check the ROM version of servo board. Reset the alarm, and then try again.
If the error occurs again, contact your Yaskawa representative.",,,,
4572,UNDEFINED MOTOR GUN CONTROL GRP,,,,The control group for the motor gun is not set.,"Restart the setting of configuration in maintenance mode, and correct the setting of motor gun axis.",,,,
4573,SPOT WELDER NUMBER ERROR,,,,Incorrect spot welder number  The welder number set in the gun characteristic file is incorrect. (Subcode: Welder number),Correct the welder number set in the gun characteristic file.,,,,
4574,SPOT WELD COMPLETE TIME LIMIT,,,,"The spot welding did not complete within the specified time.
Neither the welding completion signal nor the welding error signal was received from the timer conductor within the set time. (Subcode: Welder number)","Remove the cause such as disconnection of power supply to the timer conductor, and then try again.
If the response from the timer takes too long time due to the system layout, increase the set time.",,,,
4575,ERROR IN WELD START TIMING SET,,,,"Incorrect setting of spot welding start timing
For motor gun, the welding timing was set to ""After First Pressure"" while no 2nd pressure was set.","Set the 2nd pressure, or change the start timing.",,,,
